x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,y,y_1,y_2,y_3,y_4,y_5,y_6
77,1068.0,1083.0,1539081.0,1539097.0,101.0,27.0,17.0,13866.0,128.0,149.0,1366.0,1.0,0.0,70.0,0.4144,0.5792,0.9375,0.011,0.5556,0.9412,1.0,2.0043,1.1761,1.2041,0.0625,0.0726,0.3977,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,1.0,1.0
78,1136.0,1142.0,1421726.0,1421746.0,83.0,14.0,20.0,9917.0,110.0,134.0,1696.0,0.0,1.0,60.0,0.6533,0.3083,0.3,0.0035,0.4286,1.0,1.0,1.9191,0.7782,1.301,0.7,-0.0666,0.2288,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
79,1095.0,1102.0,3028545.0,3028556.0,41.0,8.0,11.0,4533.0,100.0,123.0,1467.0,1.0,0.0,120.0,0.4976,0.4675,0.6364,0.0048,0.875,1.0,1.0,1.6128,0.8451,1.0414,0.3636,-0.1362,0.1822,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0
80,1155.0,1172.0,430639.0,430674.0,260.0,34.0,42.0,27974.0,96.0,119.0,1353.0,0.0,1.0,70.0,0.2675,0.563,0.4857,0.0126,0.5,0.8333,1.0,2.415,1.2305,1.5441,0.5143,-0.1594,0.8756,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,1.0,0.0
81,484.0,513.0,1457758.0,1457776.0,196.0,52.0,35.0,22534.0,104.0,127.0,1360.0,1.0,0.0,70.0,0.7118,0.6245,0.6207,0.0213,0.5577,0.5143,0.0,2.2923,1.4624,1.2553,-0.3793,-0.1018,0.8123,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
82,893.0,907.0,3264755.0,3264786.0,263.0,31.0,31.0,28320.0,86.0,126.0,1690.0,0.0,1.0,70.0,0.9266,0.394,0.4516,0.0083,0.4516,1.0,1.0,2.42,1.1461,1.4914,0.5484,-0.1587,0.7065,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,1.0
83,1536.0,1548.0,43036.0,43048.0,90.0,14.0,12.0,7525.0,67.0,100.0,1688.0,1.0,0.0,60.0,0.1659,0.375,1.0,0.0071,0.8571,1.0,0.5,1.9542,1.0792,1.0792,0.0,-0.3468,0.2583,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
84,550.0,567.0,4625112.0,4625136.0,194.0,26.0,24.0,21649.0,99.0,126.0,1360.0,0.0,1.0,40.0,0.8088,0.5245,0.7083,0.0125,0.6539,1.0,1.0,2.2878,1.2305,1.3802,0.2917,-0.1282,0.6693,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0
85,669.0,684.0,491552.0,491684.0,1097.0,59.0,133.0,119540.0,50.0,134.0,1687.0,0.0,1.0,150.0,0.7931,0.446,0.1136,0.0089,0.2542,0.9925,1.0,3.0402,1.1761,2.1206,0.8864,-0.1487,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0
86,39.0,195.0,2357383.0,2357532.0,8726.0,653.0,398.0,1001426.0,41.0,141.0,1402.0,0.0,1.0,40.0,0.0556,0.6246,0.9551,0.1113,0.2389,0.3744,0.0,3.9408,2.1931,2.1732,-0.0449,-0.1034,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1.0,1.0
87,776.0,818.0,447943.0,447992.0,1222.0,77.0,54.0,112240.0,36.0,116.0,1654.0,1.0,0.0,80.0,0.9383,0.4062,0.8571,0.0254,0.5454,0.9074,1.0,3.0871,1.6233,1.6902,0.1429,-0.2824,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,1.0
88,1244.0,1281.0,57715.0,57763.0,649.0,110.0,71.0,61937.0,85.0,117.0,1360.0,0.0,1.0,40.0,0.1162,0.6346,0.7708,0.0272,0.3364,0.6761,1.0,2.8122,1.5682,1.6812,0.2292,-0.2544,0.9999,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,1.0
89,1181.0,1191.0,210828.0,210843.0,99.0,15.0,15.0,10868.0,92.0,140.0,1360.0,0.0,1.0,175.0,0.2485,0.34,0.6667,0.0074,0.6667,1.0,1.0,1.9956,1.0,1.1761,0.3333,-0.1424,0.266,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,1.0
90,27.0,56.0,908862.0,908986.0,2483.0,107.0,129.0,198389.0,44.0,101.0,1354.0,1.0,0.0,70.0,0.0399,0.3095,0.2339,0.0214,0.271,0.9612,1.0,3.395,1.4624,2.0934,0.7661,-0.3758,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
91,179.0,193.0,1280228.0,1280256.0,266.0,23.0,28.0,24547.0,49.0,126.0,1626.0,0.0,1.0,120.0,0.2202,0.3214,0.5,0.0086,0.6087,1.0,1.0,2.4249,1.1461,1.4472,0.5,-0.279,0.6453,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
92,693.0,705.0,697863.0,697905.0,239.0,30.0,43.0,27364.0,100.0,126.0,1360.0,0.0,1.0,175.0,0.9632,0.5258,0.2857,0.0088,0.4,0.9767,1.0,2.3784,1.0792,1.6233,0.7143,-0.1055,0.7933,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0
93,14.0,24.0,149048.0,149070.0,150.0,12.0,22.0,17566.0,99.0,140.0,1687.0,0.0,1.0,200.0,0.0166,0.3182,0.4545,0.0059,0.8333,1.0,1.0,2.1761,1.0,1.3424,0.5454,-0.0851,0.3663,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,1.0,1.0
94,829.0,835.0,1553913.0,1553931.0,71.0,8.0,19.0,7972.0,99.0,125.0,1623.0,1.0,0.0,100.0,0.971,0.3426,0.3333,0.0037,0.75,0.9474,1.0,1.8513,0.7782,1.2553,0.6667,-0.1228,0.215,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
95,34.0,51.0,132507.0,132576.0,759.0,45.0,69.0,67978.0,44.0,124.0,1362.0,0.0,1.0,40.0,0.0499,0.3529,0.2464,0.0125,0.3778,1.0,1.0,2.8802,1.2305,1.8389,0.7536,-0.3003,0.997,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0
96,74.0,80.0,2615295.0,2615309.0,62.0,13.0,14.0,6764.0,97.0,126.0,1358.0,1.0,0.0,70.0,0.109,0.2619,0.4286,0.0044,0.4615,1.0,1.0,1.7924,0.7782,1.1461,0.5714,-0.1477,0.1892,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0
97,793.0,801.0,2533145.0,2533151.0,31.0,9.0,6.0,3476.0,99.0,121.0,1687.0,1.0,0.0,70.0,0.9401,0.3542,0.75,0.0047,0.8889,1.0,0.0,1.4914,0.9031,0.7782,-0.25,-0.124,0.1551,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,1.0
98,405.0,416.0,634279.0,634288.0,71.0,15.0,10.0,8824.0,113.0,135.0,1358.0,1.0,0.0,70.0,0.5965,0.2828,0.8182,0.0081,0.7333,0.9,0.0,1.8513,1.0414,0.9542,-0.1818,-0.0291,0.2051,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
99,845.0,857.0,189673.0,189695.0,103.0,25.0,26.0,13299.0,122.0,142.0,1372.0,0.0,1.0,40.0,0.7507,0.6098,0.5454,0.0088,0.48,0.8461,1.0,2.0128,1.0792,1.3424,0.4545,0.0087,0.4366,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,0.0,1.0
100,1166.0,1185.0,2258648.0,2258662.0,123.0,33.0,17.0,15858.0,116.0,143.0,1708.0,1.0,0.0,100.0,0.6124,0.5376,0.7368,0.0111,0.5758,0.8235,0.0,2.0899,1.2787,1.1461,-0.2632,0.0072,0.4399,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0
101,867.0,1104.0,949655.0,949669.0,1695.0,247.0,106.0,197365.0,103.0,132.0,1668.0,0.0,1.0,40.0,0.6763,0.4891,0.0591,0.1421,0.9595,0.1321,0.0,3.2292,2.3747,1.1461,-0.9409,-0.0903,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,1.0
102,1251.0,1256.0,458923.0,458941.0,70.0,15.0,18.0,8051.0,106.0,127.0,1356.0,0.0,1.0,40.0,0.1475,0.2222,0.2778,0.0037,0.3333,1.0,1.0,1.8451,0.699,1.2553,0.7222,-0.1015,0.1954,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0
103,13.0,871.0,139939.0,140094.0,15208.0,861.0,501.0,1741571.0,22.0,143.0,1378.0,0.0,1.0,40.0,0.0189,0.8856,0.1806,0.6226,0.9965,0.3094,0.0,4.1821,2.9335,2.1903,-0.8194,-0.1053,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0
104,54.0,62.0,3971234.0,3971359.0,583.0,75.0,125.0,60497.0,89.0,126.0,1366.0,0.0,1.0,40.0,0.0791,0.417,0.064,0.0059,0.1067,1.0,1.0,2.7657,0.9031,2.0969,0.936,-0.1893,0.9905,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0
105,39.0,58.0,933630.0,933641.0,100.0,30.0,16.0,12817.0,123.0,140.0,1398.0,0.0,1.0,40.0,0.0558,0.5215,0.5789,0.0136,0.6333,0.6875,0.0,2.0,1.2787,1.0414,-0.4211,0.0013,0.3494,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0
106,237.0,252.0,109868.0,109903.0,301.0,42.0,35.0,29002.0,89.0,103.0,1692.0,0.0,1.0,300.0,0.2801,0.4267,0.4286,0.0089,0.3571,1.0,1.0,2.4786,1.1761,1.5441,0.5714,-0.2473,0.8153,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,0.0,1.0
107,41.0,60.0,3824786.0,3824807.0,287.0,27.0,23.0,21603.0,27.0,110.0,1362.0,1.0,0.0,200.0,0.0602,0.2807,0.9048,0.0139,0.7037,0.913,1.0,2.4579,1.2787,1.3222,0.0952,-0.4119,0.6559,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0
108,256.0,280.0,225183.0,225253.0,833.0,91.0,80.0,86329.0,85.0,117.0,1692.0,0.0,1.0,300.0,0.3026,0.5042,0.3429,0.0142,0.2637,0.875,1.0,2.9207,1.3802,1.8451,0.6571,-0.1903,0.9999,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0
109,856.0,871.0,531684.0,531693.0,54.0,23.0,16.0,7145.0,125.0,143.0,1362.0,0.0,1.0,40.0,0.721,0.6,0.6,0.011,0.6522,0.5625,0.0,1.7324,1.1761,0.9542,-0.4,0.0337,0.2469,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,1.0
110,733.0,745.0,3957796.0,3957839.0,367.0,16.0,43.0,35856.0,55.0,127.0,1387.0,0.0,1.0,50.0,0.9257,0.2888,0.2791,0.0087,0.75,1.0,1.0,2.5647,1.0792,1.6335,0.7209,-0.2367,0.8061,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0
111,1358.0,1378.0,956972.0,956991.0,226.0,23.0,27.0,23587.0,86.0,119.0,1387.0,0.0,1.0,40.0,0.013,0.4053,0.95,0.0144,0.8696,0.7037,0.0,2.3541,1.301,1.2787,-0.05,-0.1846,0.6268,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0
112,39.0,216.0,2797592.0,2797652.0,5846.0,323.0,149.0,608295.0,44.0,127.0,1358.0,0.0,1.0,40.0,0.0574,0.4495,0.339,0.1303,0.548,0.4027,0.0,3.7669,2.248,1.7781,-0.661,-0.1871,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
113,691.0,710.0,664879.0,664883.0,55.0,19.0,6.0,7211.0,114.0,150.0,1694.0,1.0,0.0,143.0,0.8158,0.2763,0.2105,0.0112,1.0,0.6667,0.0,1.7404,1.2787,0.6021,-0.7895,0.0243,0.1812,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,1.0,1.0
114,129.0,140.0,970962.0,970972.0,66.0,14.0,10.0,7537.0,101.0,131.0,1684.0,1.0,0.0,60.0,0.1532,0.4,0.9091,0.0065,0.7857,1.0,0.0,1.8195,1.0414,1.0,-0.0909,-0.1078,0.2173,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0
115,1580.0,1590.0,3160372.0,3160387.0,87.0,20.0,15.0,9275.0,99.0,124.0,1690.0,0.0,1.0,70.0,0.1183,0.42,0.6667,0.0059,0.5,1.0,1.0,1.9395,1.0,1.1761,0.3333,-0.1671,0.266,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,1.0,1.0
116,1057.0,1066.0,945549.0,945557.0,52.0,11.0,8.0,5035.0,81.0,126.0,1360.0,1.0,0.0,300.0,0.4324,0.2778,0.8889,0.0066,0.8182,1.0,0.0,1.716,0.9542,0.9031,-0.1111,-0.2435,0.1773,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,1.0,0.0
117,853.0,861.0,31984.0,31995.0,66.0,9.0,11.0,12872.0,178.0,207.0,1387.0,0.0,1.0,40.0,0.7585,0.25,0.7273,0.0058,0.8889,1.0,1.0,1.8195,0.9031,1.0414,0.2727,0.5237,0.1934,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
118,169.0,186.0,1495862.0,1495883.0,215.0,36.0,22.0,24463.0,103.0,125.0,1356.0,1.0,0.0,70.0,0.2493,0.3978,0.8095,0.0125,0.4722,0.9546,1.0,2.3324,1.2305,1.3222,0.1905,-0.1111,0.5903,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
119,41.0,213.0,4348250.0,4348321.0,6137.0,284.0,145.0,649137.0,48.0,125.0,1356.0,0.0,1.0,40.0,0.0605,0.4975,0.4128,0.1268,0.6056,0.4897,0.0,3.788,2.2355,1.8513,-0.5872,-0.1736,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
120,30.0,39.0,274230.0,274244.0,54.0,17.0,15.0,5912.0,97.0,132.0,1354.0,1.0,0.0,70.0,0.0443,0.5714,0.6429,0.0066,0.5294,0.9333,1.0,1.7324,0.9542,1.1461,0.3571,-0.1447,0.2359,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
121,1329.0,1334.0,1682919.0,1682947.0,89.0,16.0,28.0,10584.0,110.0,134.0,1356.0,0.0,1.0,40.0,0.0325,0.3643,0.1786,0.0037,0.3125,1.0,1.0,1.9494,0.699,1.4472,0.8214,-0.0709,0.2532,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0
122,25.0,37.0,362724.0,362736.0,57.0,15.0,12.0,4557.0,70.0,93.0,1354.0,1.0,0.0,70.0,0.0369,0.6042,1.0,0.0089,0.8,1.0,0.5,1.7559,1.0792,1.0792,0.0,-0.3754,0.2583,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0
123,188.0,198.0,3942253.0,3942263.0,74.0,11.0,10.0,8375.0,95.0,134.0,1688.0,1.0,0.0,70.0,0.2227,0.26,1.0,0.0059,0.9091,1.0,0.5,1.8692,1.0,1.0,0.0,-0.1158,0.2061,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,1.0,0.0,0.0,1.0
124,1111.0,1130.0,2527319.0,2527390.0,747.0,62.0,72.0,76627.0,85.0,127.0,1280.0,1.0,0.0,100.0,0.2344,0.4463,0.2676,0.0148,0.3065,0.9861,1.0,2.8733,1.2787,1.8513,0.7324,-0.1986,0.9991,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,1.0,1.0
125,92.0,115.0,2797518.0,2797525.0,77.0,25.0,10.0,6702.0,76.0,101.0,1354.0,1.0,0.0,70.0,0.1359,0.5217,0.3043,0.017,0.92,0.7,0.0,1.8865,1.3617,0.8451,-0.6956,-0.32,0.2806,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0
126,35.0,52.0,3780021.0,3780044.0,252.0,21.0,23.0,27453.0,87.0,127.0,1378.0,0.0,1.0,40.0,0.0508,0.3555,0.7391,0.0123,0.8095,1.0,1.0,2.4014,1.2305,1.3617,0.2609,-0.1489,0.6438,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,1.0,1.0
127,642.0,744.0,942520.0,942532.0,536.0,118.0,52.0,61209.0,106.0,127.0,1670.0,0.0,1.0,40.0,0.7689,0.5621,0.1177,0.0611,0.8644,0.2308,0.0,2.7292,2.0086,1.0792,-0.8824,-0.1078,0.9979,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,0.0,1.0
128,41.0,197.0,1959683.0,1959850.0,11411.0,801.0,433.0,1303229.0,40.0,141.0,1400.0,0.0,1.0,40.0,0.0586,0.562,0.9341,0.1114,0.1948,0.3857,1.0,4.0573,2.1931,2.2227,0.0659,-0.1077,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,0.0
129,1325.0,1340.0,9767941.0,9767962.0,229.0,25.0,23.0,25182.0,101.0,127.0,1362.0,0.0,1.0,40.0,0.0323,0.273,0.7143,0.011,0.6,0.913,1.0,2.3598,1.1761,1.3222,0.2857,-0.1409,0.5212,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0
130,39.0,191.0,1530040.0,1530225.0,14346.0,694.0,424.0,1691554.0,29.0,143.0,1400.0,0.0,1.0,40.0,0.0557,0.4898,0.8216,0.1086,0.219,0.4363,1.0,4.1567,2.1818,2.2672,0.1784,-0.0788,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
131,619.0,659.0,1292098.0,1292100.0,60.0,40.0,4.0,7750.0,102.0,164.0,1690.0,1.0,0.0,70.0,0.7325,0.25,0.05,0.0237,1.0,0.5,0.0,1.7781,1.6021,0.301,-0.95,0.0091,0.1852,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,1.0,0.0
132,41.0,216.0,2985655.0,2985724.0,7003.0,252.0,138.0,734568.0,40.0,127.0,1356.0,0.0,1.0,40.0,0.0605,0.42,0.3943,0.1291,0.6944,0.5,0.0,3.8453,2.243,1.8389,-0.6057,-0.1805,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,1.0
133,1188.0,1202.0,142256.0,142260.0,34.0,14.0,5.0,4385.0,121.0,143.0,1366.0,0.0,1.0,60.0,0.2401,0.3929,0.2857,0.0103,1.0,0.8,0.0,1.5315,1.1461,0.6021,-0.7143,0.0076,0.1622,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,1.0,1.0,1.0
134,301.0,307.0,1095698.0,1095703.0,16.0,7.0,5.0,2001.0,119.0,134.0,1356.0,0.0,1.0,50.0,0.4439,0.4667,0.8333,0.0044,0.8571,1.0,0.0,1.2041,0.7782,0.699,-0.1667,-0.0229,0.14,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
135,1505.0,1525.0,4373281.0,4373312.0,456.0,32.0,31.0,49848.0,92.0,124.0,1668.0,0.0,1.0,40.0,0.1715,0.2645,0.6452,0.012,0.625,1.0,1.0,2.659,1.301,1.4914,0.3548,-0.146,0.8927,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,1.0,0.0,1.0
136,41.0,211.0,4373092.0,4373158.0,6318.0,286.0,159.0,667465.0,46.0,126.0,1356.0,0.0,1.0,40.0,0.0605,0.4369,0.3882,0.1254,0.5944,0.4151,0.0,3.8006,2.2304,1.8195,-0.6118,-0.1746,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0
137,306.0,363.0,2184746.0,2184752.0,194.0,58.0,10.0,22315.0,105.0,134.0,1356.0,0.0,1.0,40.0,0.4513,0.4327,0.1053,0.042,0.9828,0.6,0.0,2.2878,1.7559,0.7782,-0.8947,-0.1014,0.5659,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0
138,239.0,269.0,276029.0,276047.0,299.0,51.0,22.0,37820.0,116.0,140.0,1360.0,0.0,1.0,40.0,0.3515,0.4463,0.6,0.0221,0.5882,0.8182,0.0,2.4757,1.4771,1.2553,-0.4,-0.0118,0.8299,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,1.0,1.0
139,1005.0,1030.0,2315017.0,2315030.0,204.0,30.0,17.0,22388.0,95.0,124.0,1690.0,1.0,0.0,60.0,0.7811,0.3723,0.52,0.0148,0.8333,0.7647,0.0,2.3096,1.3979,1.1139,-0.48,-0.1426,0.5378,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,1.0,0.0,1.0
140,822.0,842.0,820681.0,820708.0,304.0,30.0,28.0,34001.0,85.0,133.0,1360.0,0.0,1.0,175.0,0.7618,0.437,0.7407,0.0147,0.6667,0.9643,1.0,2.4829,1.301,1.4314,0.2593,-0.1262,0.8299,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0
141,39.0,214.0,1242405.0,1242592.0,15414.0,796.0,478.0,1798470.0,24.0,142.0,1400.0,0.0,1.0,40.0,0.0557,0.529,0.9358,0.125,0.2199,0.3912,1.0,4.1879,2.243,2.2718,0.0642,-0.0885,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
142,146.0,169.0,5714647.0,5714652.0,76.0,24.0,7.0,10286.0,120.0,151.0,1650.0,1.0,0.0,69.0,0.177,0.3391,0.2174,0.0139,0.9583,0.7143,0.0,1.8808,1.3617,0.699,-0.7826,0.0574,0.223,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0,1.0
143,9.0,25.0,2583771.0,2583780.0,71.0,19.0,12.0,6886.0,84.0,111.0,1356.0,1.0,0.0,70.0,0.0133,0.5069,0.5625,0.0118,0.8421,0.75,0.0,1.8513,1.2041,0.9542,-0.4375,-0.2423,0.2583,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,1.0
144,760.0,772.0,1147869.0,1147880.0,99.0,18.0,11.0,9347.0,61.0,119.0,1362.0,1.0,0.0,70.0,0.8664,0.25,0.9167,0.0088,0.6667,1.0,0.0,1.9956,1.0792,1.0414,-0.0833,-0.2624,0.2432,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,1.0,1.0
145,130.0,153.0,197701.0,197718.0,240.0,47.0,18.0,30130.0,118.0,140.0,1360.0,0.0,1.0,40.0,0.1912,0.3862,0.7391,0.0169,0.4894,0.9444,0.0,2.3802,1.3617,1.2305,-0.2609,-0.0192,0.6438,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,1.0,1.0
146,1077.0,1090.0,699354.0,699365.0,114.0,15.0,11.0,11778.0,71.0,132.0,1690.0,1.0,0.0,70.0,0.7101,0.2028,0.8461,0.0077,0.8667,1.0,0.0,2.0569,1.1139,1.0414,-0.1539,-0.1928,0.257,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
147,681.0,692.0,564704.0,564721.0,147.0,17.0,17.0,14809.0,78.0,118.0,1358.0,0.0,1.0,50.0,0.9808,0.2139,0.6471,0.0081,0.6471,1.0,1.0,2.1673,1.0414,1.2305,0.3529,-0.213,0.3168,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0
148,1120.0,1141.0,350893.0,350910.0,261.0,27.0,17.0,29526.0,88.0,132.0,1356.0,0.0,1.0,40.0,0.3171,0.2689,0.8095,0.0155,0.7778,1.0,0.0,2.4166,1.3222,1.2305,-0.1905,-0.1162,0.5903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
149,1049.0,1059.0,764081.0,764092.0,70.0,12.0,11.0,7279.0,82.0,125.0,1687.0,1.0,0.0,100.0,0.7445,0.3636,0.9091,0.0059,0.8333,1.0,1.0,1.8451,1.0,1.0414,0.0909,-0.1876,0.2173,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,1.0,1.0
150,174.0,222.0,884609.0,884631.0,505.0,83.0,41.0,56864.0,97.0,127.0,1694.0,1.0,0.0,80.0,0.2054,0.5218,0.4583,0.0283,0.5783,0.5366,0.0,2.7033,1.6812,1.3424,-0.5417,-0.1203,0.9935,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
151,1247.0,1273.0,120090.0,120110.0,301.0,38.0,46.0,51176.0,160.0,182.0,1353.0,0.0,1.0,200.0,0.1183,0.4211,0.7692,0.0192,0.6842,0.4348,0.0,2.4786,1.415,1.301,-0.2308,0.3283,0.8102,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,0.0,1.0
152,1331.0,1344.0,397980.0,398111.0,788.0,67.0,137.0,65200.0,61.0,96.0,1353.0,0.0,1.0,70.0,0.0133,0.5373,0.0992,0.0096,0.194,0.9562,1.0,2.8965,1.1139,2.1173,0.9008,-0.3536,0.9999,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,1.0,1.0
153,195.0,197.0,2166065.0,2166066.0,2.0,2.0,1.0,250.0,120.0,130.0,1358.0,0.0,1.0,40.0,0.2872,0.0,0.5,0.0015,1.0,1.0,0.0,0.301,0.301,0.0,-0.5,-0.0234,0.119,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
154,1568.0,1578.0,698409.0,698420.0,89.0,12.0,11.0,8193.0,78.0,103.0,1652.0,1.0,0.0,80.0,0.0896,0.1909,0.9091,0.006,0.8333,1.0,1.0,1.9494,1.0,1.0414,0.0909,-0.2808,0.2173,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,1.0
