x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,y,y_1,y_2,y_3,y_4,y_5,y_6
77,973.0,989.0,707576.0,707600.0,150.0,47.0,28.0,19311.0,120.0,141.0,1374.0,0.0,1.0,40.0,0.5604,0.6094,0.6667,0.0116,0.3404,0.8571,1.0,2.1761,1.2041,1.3802,0.3333,0.0058,0.633,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,1.0,1.0
78,46.0,178.0,104115.0,104164.0,4115.0,179.0,108.0,427024.0,48.0,127.0,1360.0,0.0,1.0,40.0,0.0676,0.3638,0.3712,0.0971,0.7374,0.4537,0.0,3.6144,2.1206,1.6902,-0.6288,-0.1893,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
79,979.0,989.0,891060.0,891079.0,107.0,18.0,19.0,12543.0,110.0,132.0,1372.0,0.0,1.0,40.0,0.5583,0.4368,0.5263,0.0073,0.5556,1.0,1.0,2.0294,1.0,1.2787,0.4737,-0.0842,0.3212,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0
80,65.0,104.0,896899.0,897032.0,2875.0,202.0,161.0,316233.0,82.0,133.0,1352.0,1.0,0.0,70.0,0.0962,0.4457,0.2932,0.0289,0.1931,0.8261,1.0,3.4586,1.5911,2.1239,0.7068,-0.1407,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
81,1374.0,1382.0,1036577.0,1036598.0,110.0,9.0,21.0,11570.0,93.0,118.0,1387.0,0.0,1.0,40.0,0.0072,0.3452,0.381,0.0058,0.8889,1.0,1.0,2.0414,0.9031,1.3222,0.6191,-0.1783,0.2901,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,1.0
82,1616.0,1625.0,1725137.0,1725163.0,138.0,23.0,26.0,8720.0,48.0,84.0,1656.0,1.0,0.0,80.0,0.0374,0.4103,0.3462,0.0054,0.3913,1.0,1.0,2.1399,0.9542,1.415,0.6539,-0.5063,0.3882,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,1.0,1.0
83,40.0,56.0,15755.0,15765.0,102.0,17.0,10.0,17813.0,162.0,189.0,1353.0,0.0,1.0,100.0,0.0591,0.3625,0.625,0.0118,0.9412,1.0,0.0,2.0086,1.2041,1.0,-0.375,0.3643,0.2792,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,1.0,1.0
84,345.0,355.0,348556.0,348568.0,92.0,16.0,12.0,9704.0,71.0,132.0,1688.0,1.0,0.0,150.0,0.4088,0.2333,0.8333,0.0059,0.625,1.0,1.0,1.9638,1.0,1.0792,0.1667,-0.176,0.2288,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0
85,114.0,134.0,115356.0,115418.0,532.0,75.0,73.0,54451.0,94.0,111.0,1392.0,0.0,1.0,220.0,0.1638,0.571,0.3226,0.0144,0.2667,0.8493,1.0,2.7259,1.301,1.7924,0.6774,-0.2004,0.9981,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,1.0,1.0
86,1224.0,1248.0,133270.0,133321.0,461.0,64.0,60.0,54676.0,112.0,132.0,1396.0,0.0,1.0,120.0,0.212,0.6234,0.4706,0.0172,0.375,0.85,1.0,2.6637,1.3802,1.7076,0.5294,-0.0734,0.9979,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0
87,1051.0,1063.0,168407.0,168485.0,414.0,57.0,78.0,36600.0,78.0,101.0,1360.0,0.0,1.0,200.0,0.4368,0.5577,0.1539,0.0088,0.2105,1.0,1.0,2.617,1.0792,1.8921,0.8461,-0.3093,0.9856,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0
88,974.0,985.0,3149617.0,3149629.0,101.0,15.0,12.0,10160.0,66.0,133.0,1692.0,1.0,0.0,70.0,0.8357,0.2349,0.9167,0.0065,0.7333,1.0,1.0,2.0043,1.0414,1.0792,0.0833,-0.2141,0.2432,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,1.0,0.0
89,1441.0,1450.0,492452.0,492461.0,62.0,12.0,9.0,6582.0,91.0,124.0,1626.0,1.0,0.0,70.0,0.2165,0.2346,1.0,0.0055,0.75,1.0,0.5,1.7924,0.9542,0.9542,0.0,-0.1706,0.1862,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
90,24.0,52.0,2787299.0,2787427.0,1543.0,150.0,151.0,160372.0,81.0,126.0,1352.0,1.0,0.0,70.0,0.0355,0.5695,0.2188,0.0207,0.1867,0.8477,1.0,3.1884,1.4472,2.1072,0.7813,-0.188,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
91,122.0,146.0,203252.0,203261.0,95.0,33.0,22.0,12566.0,124.0,143.0,1362.0,0.0,1.0,40.0,0.1792,0.5602,0.375,0.0176,0.7273,0.4091,0.0,1.9777,1.3802,0.9542,-0.625,0.0334,0.3601,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0
92,15.0,32.0,1003575.0,1003594.0,132.0,18.0,20.0,14926.0,105.0,124.0,1387.0,0.0,1.0,40.0,0.0216,0.5913,0.8947,0.0123,0.9444,0.95,1.0,2.1206,1.2305,1.2787,0.1053,-0.1166,0.5345,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,1.0
93,771.0,778.0,1264388.0,1264403.0,84.0,9.0,15.0,9968.0,107.0,133.0,1358.0,0.0,1.0,50.0,0.8542,0.2,0.4667,0.0052,0.7778,1.0,1.0,1.9243,0.8451,1.1761,0.5333,-0.0729,0.2116,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
94,1362.0,1372.0,4443762.0,4443777.0,114.0,14.0,15.0,12808.0,102.0,124.0,1666.0,0.0,1.0,40.0,0.3529,0.24,0.6667,0.006,0.7143,1.0,1.0,2.0569,1.0,1.1761,0.3333,-0.1223,0.266,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0
95,41.0,194.0,1711137.0,1711281.0,10913.0,634.0,359.0,1248379.0,25.0,141.0,1402.0,0.0,1.0,40.0,0.0585,0.5047,0.9412,0.1091,0.2413,0.4011,0.0,4.0379,2.1847,2.1584,-0.0588,-0.1063,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
96,532.0,544.0,3581245.0,3581267.0,148.0,25.0,23.0,16061.0,91.0,127.0,1686.0,1.0,0.0,60.0,0.6311,0.4394,0.5454,0.0071,0.48,0.9565,1.0,2.1703,1.0792,1.3424,0.4545,-0.1522,0.4366,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0
97,1683.0,1690.0,1318359.0,1318378.0,98.0,12.0,19.0,5702.0,40.0,84.0,1692.0,1.0,0.0,70.0,0.0024,0.2632,0.3684,0.0041,0.5833,1.0,1.0,1.9912,0.8451,1.2787,0.6316,-0.5454,0.2445,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0
98,614.0,622.0,2215716.0,2215730.0,68.0,13.0,14.0,7990.0,109.0,133.0,1364.0,0.0,1.0,100.0,0.9003,0.3929,0.5714,0.0059,0.6154,1.0,1.0,1.8325,0.9031,1.1461,0.4286,-0.082,0.2195,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
99,275.0,299.0,1133715.0,1133734.0,318.0,39.0,32.0,39911.0,116.0,140.0,1364.0,0.0,1.0,40.0,0.4032,0.3026,0.7917,0.0176,0.6154,0.5938,0.0,2.5024,1.3802,1.2787,-0.2083,-0.0195,0.7359,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,1.0,1.0
100,1075.0,1084.0,385913.0,385922.0,54.0,12.0,10.0,6634.0,114.0,133.0,1366.0,0.0,1.0,185.0,0.4129,0.3333,1.0,0.0066,0.75,0.9,0.5,1.7324,0.9542,0.9542,0.0,-0.0402,0.1862,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0
101,130.0,188.0,2638000.0,2638062.0,1685.0,181.0,101.0,208514.0,115.0,135.0,1358.0,0.0,1.0,40.0,0.1915,0.5314,0.9355,0.0427,0.3204,0.6139,1.0,3.2266,1.7634,1.7924,0.0645,-0.0332,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0
102,132.0,148.0,682028.0,682128.0,836.0,38.0,101.0,86830.0,80.0,129.0,1360.0,1.0,0.0,150.0,0.1941,0.4775,0.16,0.0118,0.4211,0.9901,1.0,2.9222,1.2041,2.0,0.84,-0.1886,0.9998,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,1.0,0.0
103,936.0,944.0,597956.0,597966.0,50.0,10.0,10.0,5345.0,93.0,127.0,1692.0,1.0,0.0,60.0,0.8842,0.375,0.8,0.0047,0.8,1.0,1.0,1.699,0.9031,1.0,0.2,-0.1648,0.1852,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,1.0,0.0
104,483.0,512.0,5060301.0,5060316.0,206.0,41.0,21.0,25181.0,104.0,143.0,1632.0,1.0,0.0,200.0,0.5919,0.5264,0.5172,0.0178,0.7073,0.7143,0.0,2.3139,1.4624,1.1761,-0.4828,-0.045,0.7079,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,1.0,1.0
105,616.0,622.0,2224908.0,2224928.0,87.0,15.0,20.0,10196.0,109.0,127.0,1364.0,0.0,1.0,100.0,0.9032,0.275,0.3,0.0044,0.4,1.0,1.0,1.9395,0.7782,1.301,0.7,-0.0844,0.2288,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0
106,1515.0,1528.0,1206028.0,1206040.0,113.0,14.0,12.0,10683.0,75.0,110.0,1624.0,1.0,0.0,70.0,0.1182,0.2756,0.9231,0.008,0.9286,1.0,0.0,2.0531,1.1139,1.0792,-0.0769,-0.2614,0.2739,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0
107,147.0,172.0,2975077.0,2975090.0,170.0,28.0,14.0,20714.0,114.0,132.0,1356.0,0.0,1.0,40.0,0.2168,0.4769,0.52,0.0184,0.8929,0.9286,0.0,2.2304,1.3979,1.1139,-0.48,-0.0481,0.5378,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
108,156.0,163.0,48235.0,48244.0,36.0,8.0,9.0,6430.0,172.0,189.0,1353.0,0.0,1.0,200.0,0.2306,0.4286,0.7778,0.0052,0.875,1.0,1.0,1.5563,0.8451,0.9542,0.2222,0.3954,0.1687,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0
109,1145.0,1152.0,1083340.0,1083344.0,22.0,7.0,4.0,2871.0,116.0,148.0,1358.0,0.0,1.0,50.0,0.3034,0.2143,0.5714,0.0052,1.0,1.0,0.0,1.3424,0.8451,0.6021,-0.4286,0.0195,0.1384,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0
110,344.0,355.0,113753.0,113766.0,92.0,12.0,13.0,4690.0,29.0,71.0,1356.0,1.0,0.0,300.0,0.5074,0.3566,0.8461,0.0081,0.9167,1.0,1.0,1.9638,1.0414,1.1139,0.1539,-0.6017,0.257,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,1.0,1.0
111,671.0,682.0,334988.0,335000.0,101.0,12.0,12.0,11471.0,81.0,140.0,1690.0,1.0,0.0,70.0,0.7941,0.2349,0.9167,0.0065,0.9167,1.0,1.0,2.0043,1.0414,1.0792,0.0833,-0.1127,0.2432,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
112,345.0,360.0,7203465.0,7203481.0,163.0,21.0,16.0,18644.0,99.0,127.0,1360.0,0.0,1.0,40.0,0.5074,0.3208,0.9375,0.011,0.7143,1.0,1.0,2.2122,1.1761,1.2041,0.0625,-0.1064,0.3977,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0
113,486.0,493.0,1622520.0,1622524.0,16.0,8.0,4.0,2062.0,109.0,140.0,1358.0,0.0,1.0,50.0,0.7158,0.4286,0.5714,0.0052,0.875,1.0,0.0,1.2041,0.8451,0.6021,-0.4286,0.0068,0.1384,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0
114,131.0,138.0,106169.0,106180.0,34.0,9.0,12.0,5942.0,167.0,182.0,1353.0,0.0,1.0,200.0,0.1936,0.5584,0.6364,0.0052,0.7778,0.9167,1.0,1.5315,0.8451,1.0414,0.3636,0.3654,0.1822,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,1.0
115,817.0,843.0,66196.0,66362.0,1421.0,142.0,185.0,141034.0,47.0,126.0,1666.0,0.0,1.0,40.0,0.9808,0.6708,0.1566,0.0156,0.1831,0.8973,1.0,3.1526,1.415,2.2201,0.8434,-0.2246,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
116,1122.0,1139.0,2650780.0,2650795.0,144.0,20.0,16.0,14169.0,84.0,116.0,1646.0,1.0,0.0,80.0,0.616,0.4353,0.8824,0.0103,0.85,0.9375,0.0,2.1584,1.2305,1.1761,-0.1177,-0.2313,0.4219,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,1.0,1.0
117,1325.0,1332.0,1599135.0,1599173.0,175.0,30.0,38.0,21073.0,111.0,133.0,1354.0,0.0,1.0,40.0,0.0325,0.3421,0.1842,0.0052,0.2333,1.0,1.0,2.243,0.8451,1.5798,0.8158,-0.0592,0.4399,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
118,485.0,493.0,1105756.0,1105768.0,75.0,11.0,12.0,8268.0,91.0,125.0,1696.0,0.0,1.0,60.0,0.5719,0.2188,0.6667,0.0047,0.7273,1.0,1.0,1.8751,0.9031,1.0792,0.3333,-0.1388,0.2018,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,1.0,1.0
119,1329.0,1332.0,1508691.0,1508724.0,74.0,12.0,33.0,8995.0,112.0,132.0,1352.0,0.0,1.0,40.0,0.0296,0.2525,0.0909,0.0022,0.25,1.0,1.0,1.8692,0.4771,1.5185,0.9091,-0.0504,0.2051,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,1.0,1.0
120,277.0,292.0,1151809.0,1151838.0,217.0,32.0,32.0,25231.0,107.0,126.0,1376.0,0.0,1.0,40.0,0.4026,0.5012,0.5172,0.0109,0.4688,0.9063,1.0,2.3365,1.1761,1.4624,0.4828,-0.0916,0.7079,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.0
121,27.0,56.0,908862.0,908986.0,2483.0,107.0,129.0,198389.0,44.0,101.0,1354.0,1.0,0.0,70.0,0.0399,0.3095,0.2339,0.0214,0.271,0.9612,1.0,3.395,1.4624,2.0934,0.7661,-0.3758,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
122,806.0,815.0,1204128.0,1204136.0,52.0,10.0,8.0,5328.0,83.0,124.0,1352.0,1.0,0.0,80.0,0.7944,0.2778,0.8889,0.0067,0.9,1.0,0.0,1.716,0.9542,0.9031,-0.1111,-0.1995,0.1773,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
123,19.0,57.0,103914.0,103916.0,54.0,38.0,2.0,7498.0,101.0,180.0,1362.0,1.0,0.0,70.0,0.0279,0.2895,0.0526,0.0279,1.0,1.0,0.0,1.7324,1.5798,0.301,-0.9474,0.0848,0.1812,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,0.0,0.0
124,1361.0,1380.0,183725.0,183734.0,103.0,28.0,13.0,10477.0,95.0,111.0,1690.0,0.0,1.0,70.0,0.3669,0.3977,0.4737,0.0112,0.6786,0.6923,0.0,2.0128,1.2787,0.9542,-0.5263,-0.2053,0.2942,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,1.0,0.0,0.0
125,47.0,182.0,270999.0,271050.0,3786.0,196.0,102.0,391378.0,40.0,126.0,1362.0,0.0,1.0,40.0,0.069,0.4501,0.3778,0.0991,0.6888,0.5,0.0,3.5782,2.1303,1.7076,-0.6222,-0.1924,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0
126,1675.0,1684.0,663138.0,663171.0,167.0,23.0,33.0,10526.0,35.0,84.0,1688.0,1.0,0.0,150.0,0.0047,0.4377,0.2727,0.0053,0.3913,1.0,1.0,2.2227,0.9542,1.5185,0.7273,-0.5076,0.4913,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,1.0,1.0
127,1303.0,1344.0,33298.0,33323.0,452.0,44.0,26.0,42686.0,65.0,117.0,1366.0,0.0,1.0,175.0,0.0322,0.559,0.6098,0.03,0.9318,0.9615,0.0,2.6551,1.6128,1.3979,-0.3902,-0.2622,0.992,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0
128,526.0,676.0,1470973.0,1471038.0,1939.0,192.0,116.0,239860.0,109.0,247.0,1692.0,1.0,0.0,80.0,0.6217,0.8011,0.4333,0.0887,0.7813,0.5603,0.0,3.2876,2.1761,1.8129,-0.5667,-0.0336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,1.0,1.0,1.0
129,1555.0,1570.0,1823955.0,1823987.0,285.0,24.0,32.0,29895.0,81.0,126.0,1698.0,0.0,1.0,90.0,0.1508,0.4063,0.4688,0.0088,0.625,1.0,1.0,2.4548,1.1761,1.5051,0.5313,-0.1805,0.7659,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
130,39.0,214.0,1050670.0,1050830.0,13033.0,731.0,420.0,1508093.0,29.0,141.0,1398.0,0.0,1.0,40.0,0.0558,0.5345,0.9143,0.1252,0.2394,0.381,0.0,4.115,2.243,2.2041,-0.0857,-0.096,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
131,824.0,844.0,1564536.0,1564557.0,140.0,27.0,22.0,15545.0,99.0,125.0,1356.0,1.0,0.0,70.0,0.7552,0.6667,0.9524,0.0148,0.7407,0.9546,1.0,2.1461,1.301,1.3222,0.0476,-0.1325,0.6868,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0
132,1672.0,1712.0,116120.0,116370.0,5323.0,245.0,395.0,460547.0,19.0,120.0,1715.0,0.0,1.0,50.0,0.0035,0.4677,0.16,0.0233,0.1633,0.6329,1.0,3.7262,1.6021,2.3979,0.84,-0.3241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0
133,656.0,666.0,336137.0,336152.0,114.0,10.0,15.0,11618.0,77.0,122.0,1687.0,1.0,0.0,80.0,0.7777,0.24,0.6667,0.0059,1.0,1.0,1.0,2.0569,1.0,1.1761,0.3333,-0.2038,0.266,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,0.0,1.0
134,733.0,745.0,3957796.0,3957839.0,367.0,16.0,43.0,35856.0,55.0,127.0,1387.0,0.0,1.0,50.0,0.9257,0.2888,0.2791,0.0087,0.75,1.0,1.0,2.5647,1.0792,1.6335,0.7209,-0.2367,0.8061,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0
135,99.0,110.0,1552116.0,1552126.0,65.0,15.0,11.0,7193.0,102.0,124.0,1648.0,1.0,0.0,69.0,0.1201,0.4091,0.9091,0.0067,0.7333,0.9091,0.0,1.8129,1.0414,1.0,-0.0909,-0.1355,0.2173,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,1.0,0.0
136,1644.0,1661.0,1554711.0,1554760.0,468.0,70.0,54.0,41524.0,80.0,101.0,1692.0,1.0,0.0,70.0,0.0366,0.4382,0.3469,0.01,0.2429,0.9074,1.0,2.6702,1.2305,1.6902,0.6531,-0.3068,0.9718,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,1.0,0.0,0.0
137,1543.0,1562.0,1312943.0,1312948.0,51.0,21.0,9.0,5843.0,102.0,127.0,1652.0,1.0,0.0,69.0,0.109,0.4632,0.2632,0.0115,0.9048,0.5556,0.0,1.7076,1.2787,0.699,-0.7368,-0.1049,0.2007,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,1.0,0.0,1.0
138,1058.0,1080.0,751892.0,751911.0,133.0,35.0,20.0,17085.0,112.0,142.0,1658.0,1.0,0.0,143.0,0.6972,0.6818,0.8636,0.0133,0.6286,0.95,0.0,2.1239,1.3424,1.2787,-0.1364,0.0036,0.6839,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,1.0,1.0
139,767.0,788.0,566837.0,566850.0,83.0,28.0,20.0,10345.0,115.0,141.0,1362.0,0.0,1.0,40.0,0.8429,0.696,0.6191,0.0154,0.75,0.65,0.0,1.9191,1.3222,1.1139,-0.381,-0.0263,0.4514,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,1.0,0.0,0.0
140,1094.0,1124.0,12806495.0,12806520.0,571.0,37.0,25.0,58587.0,63.0,127.0,1362.0,0.0,1.0,40.0,0.3495,0.2387,0.8333,0.022,0.8108,1.0,0.0,2.7566,1.4771,1.3979,-0.1667,-0.1984,0.9519,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
141,1120.0,1141.0,350893.0,350910.0,261.0,27.0,17.0,29526.0,88.0,132.0,1356.0,0.0,1.0,40.0,0.3171,0.2689,0.8095,0.0155,0.7778,1.0,0.0,2.4166,1.3222,1.2305,-0.1905,-0.1162,0.5903,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
142,41.0,58.0,997542.0,997556.0,128.0,38.0,27.0,16028.0,120.0,134.0,1400.0,0.0,1.0,40.0,0.0586,0.4622,0.8235,0.0121,0.4474,0.5185,0.0,2.1072,1.2305,1.1461,-0.1765,-0.0217,0.3945,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0
143,0.0,13.0,235757.0,235999.0,1934.0,82.0,246.0,178741.0,11.0,127.0,1353.0,0.0,1.0,70.0,0.0,0.3853,0.0537,0.0096,0.1585,0.9837,1.0,3.2865,1.1139,2.3838,0.9463,-0.278,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0
144,143.0,166.0,518468.0,518483.0,206.0,34.0,18.0,23642.0,101.0,127.0,1358.0,0.0,1.0,175.0,0.2106,0.4029,0.6522,0.0169,0.6765,0.8333,0.0,2.3139,1.3617,1.1761,-0.3478,-0.1034,0.5708,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0
145,449.0,521.0,1699784.0,1699829.0,873.0,174.0,100.0,103898.0,106.0,133.0,1358.0,1.0,0.0,70.0,0.6613,0.7306,0.625,0.053,0.4138,0.45,0.0,2.941,1.8573,1.6532,-0.375,-0.0702,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,1.0,0.0
146,333.0,346.0,5683008.0,5683014.0,51.0,14.0,7.0,6902.0,120.0,149.0,1650.0,1.0,0.0,69.0,0.4036,0.3462,0.4615,0.0079,0.9286,0.8571,0.0,1.7076,1.1139,0.7782,-0.5385,0.0573,0.1832,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
147,98.0,192.0,2013457.0,2013541.0,2795.0,312.0,171.0,349157.0,115.0,140.0,1358.0,0.0,1.0,40.0,0.1443,0.646,0.8936,0.0692,0.3013,0.4912,0.0,3.4464,1.9731,1.9243,-0.1064,-0.024,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0
148,34.0,139.0,776120.0,776424.0,4315.0,470.0,380.0,479002.0,82.0,148.0,1354.0,1.0,0.0,70.0,0.0502,0.8648,0.3454,0.0776,0.2234,0.8,1.0,3.635,2.0212,2.4829,0.6546,-0.1328,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
149,1250.0,1262.0,3294606.0,3294616.0,65.0,14.0,10.0,7394.0,103.0,127.0,1690.0,1.0,0.0,60.0,0.5065,0.4583,0.8333,0.0071,0.8571,1.0,0.0,1.8129,1.0792,1.0,-0.1667,-0.1113,0.2288,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0
150,1365.0,1374.0,4174907.0,4174926.0,115.0,9.0,19.0,9441.0,44.0,109.0,1387.0,0.0,1.0,50.0,0.0188,0.3275,0.4737,0.0065,1.0,1.0,1.0,2.0607,0.9542,1.2787,0.5263,-0.3586,0.2942,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,1.0
151,1610.0,1618.0,1944129.0,1944138.0,56.0,12.0,9.0,4674.0,71.0,101.0,1656.0,1.0,0.0,100.0,0.0459,0.2222,0.8889,0.0048,0.6667,1.0,1.0,1.7482,0.9031,0.9542,0.1111,-0.3479,0.1773,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0
152,1144.0,1158.0,113260.0,113277.0,120.0,26.0,17.0,15146.0,117.0,140.0,1372.0,0.0,1.0,40.0,0.3119,0.4958,0.8235,0.0102,0.5385,1.0,1.0,2.0792,1.1461,1.2305,0.1765,-0.0139,0.3945,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,1.0,1.0,1.0
153,239.0,268.0,182093.0,182154.0,703.0,123.0,87.0,71130.0,63.0,111.0,1692.0,0.0,1.0,300.0,0.2825,0.6026,0.4754,0.0171,0.2358,0.7012,1.0,2.847,1.4624,1.7853,0.5246,-0.2095,0.9999,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,1.0
154,557.0,570.0,2425687.0,2425716.0,261.0,28.0,29.0,28261.0,91.0,126.0,1358.0,0.0,1.0,40.0,0.8203,0.3077,0.4483,0.0096,0.4643,1.0,1.0,2.4166,1.1139,1.4624,0.5517,-0.1541,0.6221,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
