x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,y,y_1,y_2,y_3,y_4,y_5
125,-1.205362,-1.511866,-1.519325,-1.354278,-1.190918,-1.365151,-1.6869,-1.71571,-1.181266,-1.482491,-1.674218,-1.706338,-1.197532,-1.552601,-1.458571,-1.037657,-1.185267,-1.666492,-1.444568,-1.239957,-0.953942,-1.392256,-1.670668,-1.387912,-1.042846,-1.419717,-1.096448,-0.613998,-1.033453,-1.53829,-1.323724,-1.082671,-1.024324,-1.527763,-1.49298,-1.076155,4,4.0,4.0,4.0,4.0,3.0
126,-0.984869,-1.16225,-2.60067,-1.989276,-0.674739,-1.146681,-1.926937,-1.768505,-0.661615,-1.132569,-1.914651,-1.759022,-1.050503,-1.290018,-2.178519,-1.935608,-0.742057,-1.404541,-1.923103,-1.92289,-0.731046,-1.392256,-1.909765,-1.70253,-0.748307,-1.200445,-2.240165,-2.035703,-0.736996,-1.319444,-2.221696,-2.027868,-0.725852,-1.177146,-1.972151,-2.020825,4,4.0,1.0,4.0,4.0,0.0
127,0.117596,1.19766,1.424335,0.709468,0.136399,1.212789,1.433583,0.924077,0.154978,1.229403,1.150877,0.92786,-0.241839,1.116996,1.361226,0.705425,-0.22498,1.12765,1.366829,0.703775,-0.210957,1.317016,1.377816,0.70954,-0.159228,0.860711,1.491962,0.597084,-0.144082,1.087853,1.489922,0.597678,-0.128909,1.277169,1.501841,0.813184,0,0.0,5.0,0.0,0.0,3.0
128,1.734545,1.022851,0.583289,0.497802,1.758674,1.212789,0.83349,0.501711,1.788164,1.448104,1.150877,0.506388,1.522517,1.116996,1.061248,0.33568,1.547858,1.12765,0.768659,0.336042,1.572207,1.142224,0.780074,0.342486,1.976185,1.255401,0.890006,0.386461,1.708774,1.087853,0.651815,0.387634,1.36345,1.10186,0.663291,0.393331,2,3.0,2.0,2.0,2.0,2.0
129,-0.176394,-0.200805,-0.858503,-0.825112,0.136399,-0.185416,-0.84677,-0.818182,0.154978,-0.170284,-0.8327,-1.07413,-0.462384,-0.020865,-1.158593,-1.037657,-0.22498,-0.00747,-0.906215,-0.872224,-0.210957,-0.168714,-1.1327,-1.020858,-0.159228,-0.104085,-0.79547,-0.982588,-0.144082,-0.093911,-0.784941,-0.97765,-0.128909,-0.08147,-1.013809,-0.971192,5,4.0,4.0,4.0,3.0,2.0
130,-0.102897,-0.113401,-0.798429,-0.772195,-0.084821,-0.272803,-1.026798,-0.923774,-0.364672,-0.432726,-1.253459,-1.126814,-0.09481,-0.195921,-1.218588,-1.037657,0.144362,-0.182104,-0.726764,-0.819691,0.160536,-0.343506,-1.192475,-1.230603,-0.453767,-0.498775,-1.517817,-1.0879,-0.440539,-0.356526,-1.323724,-1.082671,-0.128909,-0.169124,-1.073705,-1.076155,5,5.0,5.0,5.0,4.0,0.0
131,-1.719846,-2.2548,1.48441,2.773215,-2.002056,-2.239028,1.853648,2.983111,-1.997859,-2.226075,1.210986,2.350327,-1.418077,-1.77142,0.641278,1.497734,-1.850081,-2.27771,1.486463,2.805107,-1.845523,-2.266215,1.497365,2.649684,-1.411021,-1.770552,0.408441,1.01833,-1.626367,-1.888442,0.951139,1.962961,-1.845121,-2.272822,1.921116,2.755006,1,2.0,3.0,4.0,5.0,1.0
132,0.411587,-0.200805,0.042617,0.021553,-1.043438,-1.539926,0.293407,1.346443,-1.849387,-2.226075,0.30936,1.560067,0.05222,-0.020865,-0.438644,-0.45663,0.365966,-0.00747,0.050856,0.125908,-0.731046,-1.479652,0.301881,1.28634,0.135312,0.027478,-0.79547,-0.561342,0.448832,0.037396,-0.126428,-0.557562,0.468035,-0.563568,0.124223,0.603258,1,1.0,1.0,2.0,1.0,1.0
133,-0.396887,-0.463017,-0.55813,-0.348863,0.800057,0.469993,0.413425,0.02655,1.120043,0.66078,0.189143,0.032233,0.125735,-0.195921,0.041321,-0.086885,0.809176,0.516432,0.050856,0.125908,0.829222,0.355661,0.062784,-0.077004,1.092566,0.685294,0.28805,0.017871,1.11586,0.693931,0.292626,0.020058,0.766507,0.532109,0.064327,-0.393894,5,4.0,2.0,5.0,5.0,4.0
134,1.367057,0.97915,0.403065,0.233219,1.684934,1.387565,0.953509,0.607303,1.713929,1.623065,1.571636,0.822492,1.669547,1.029468,1.121243,0.705425,2.064936,1.258626,1.366829,0.493642,2.092296,1.448109,1.377816,0.70954,2.049819,1.211546,1.431766,0.702396,1.782888,1.21916,1.130733,0.7027,1.811158,1.233342,1.142463,0.708221,2,2.0,1.0,3.0,2.0,2.0
135,-0.396887,1.19766,0.943738,0.815302,-0.084821,1.212789,1.253555,1.029669,-0.067729,1.010702,0.970552,0.611756,-0.09481,1.029468,1.121243,0.705425,-0.077243,1.258626,1.366829,1.071508,0.160536,1.273318,1.377816,0.866849,0.135312,1.036129,1.130788,0.702396,0.152375,1.21916,1.130733,0.912743,0.169563,1.233342,1.441945,0.918148,0,1.0,0.0,1.0,5.0,0.0
136,1.220062,0.891745,0.523215,0.339052,1.242496,1.125401,0.773481,0.343324,1.565457,1.316883,1.391311,0.506388,1.007913,0.854412,0.881261,0.177218,1.326253,1.258626,1.187378,0.388575,1.720804,1.273318,0.899623,0.394922,1.166201,1.211546,0.890006,0.386461,1.486431,1.21916,0.891274,0.020058,1.512686,1.014206,0.663291,0.025959,3,0.0,3.0,3.0,0.0,4.0
137,-1.866841,-2.03629,1.48441,2.826131,-1.633357,-2.020559,1.193546,2.666337,-1.181266,-1.744932,0.910444,1.928855,-0.903473,-1.246254,0.701274,1.022348,-0.668189,-0.618688,0.17049,0.230975,-0.06236,-0.430902,-1.252249,-0.915985,0.135312,-0.367211,-0.976057,-1.035244,-0.069968,-0.531602,-1.203994,-1.240204,-0.352763,-0.51974,-1.433084,-1.391045,1,4.0,1.0,1.0,4.0,1.0
138,-1.205362,-1.424462,-1.939848,-1.61886,-1.190918,-1.277763,-1.446863,-1.240548,-0.958558,-1.132569,-1.19335,-1.021446,-1.344562,-1.290018,-1.938536,-1.724325,-1.03753,-1.098931,-1.743652,-1.292491,-1.02824,-1.261162,-1.491346,-1.28304,-0.748307,-1.200445,-1.999382,-2.035703,-1.255796,-1.319444,-1.802642,-1.60778,-0.949706,-1.177146,-1.792462,-1.2336,4,2.0,4.0,2.0,4.0,4.0
139,-1.646348,-1.905184,0.342991,2.085299,-1.854576,-2.282722,0.8935,2.824724,-1.849387,-2.269815,0.67001,3.035218,-1.197532,-1.071198,0.401295,1.603376,-1.406871,-2.27771,0.94811,2.384841,-1.622628,-2.266215,0.7203,2.544811,-0.674672,-0.016376,0.528832,0.491773,-0.662882,-0.837985,0.053167,0.860232,-1.17356,-1.396281,0.303913,1.652891,1,0.0,1.0,1.0,1.0,1.0
140,-1.499353,-1.905184,-0.197682,0.921135,-1.485877,-1.889477,-0.426705,0.501711,-1.923623,-2.226075,0.30936,1.296647,-1.712136,-2.252823,0.641278,1.97312,-1.48074,-1.884784,-0.128595,0.966441,-1.696927,-2.222517,0.660526,1.600958,-2.0001,-2.472222,0.649224,2.440035,-1.84871,-2.151056,0.651815,2.067983,-1.397414,-2.00986,0.663291,1.915299,1,4.0,4.0,1.0,3.0,1.0
141,-1.719846,-2.2548,1.184036,2.773215,-1.707096,-2.326416,1.193546,2.983111,-1.997859,-2.226075,0.910444,2.771798,-1.859166,-2.296587,0.641278,3.029533,-1.850081,-2.27771,0.888293,3.01524,-1.845523,-2.266215,0.899623,2.649684,-1.631926,-2.296804,0.709419,2.545347,-1.626367,-2.151056,0.71168,2.383049,-1.845121,-2.141341,0.962773,2.387634,1,1.0,1.0,1.0,4.0,1.0
142,0.779075,0.148811,-0.197682,-0.454696,0.136399,-0.360191,-0.726751,-0.237429,-0.661615,-1.26379,-0.712483,-0.441923,0.713854,0.504301,0.041321,0.018756,0.735308,0.341798,0.290124,-0.189291,0.457729,-0.168714,-0.176313,-0.181877,0.945296,0.553731,0.047268,-0.08744,0.967631,0.737701,0.292626,-0.242497,0.99036,0.575936,0.303913,-0.079004,2,2.0,0.0,3.0,3.0,2.0
143,-0.102897,-0.288209,-0.55813,-0.772195,0.505098,0.076748,-0.066649,-0.184633,0.526157,0.092157,-0.051291,-0.178503,0.493309,0.15419,-0.198662,-0.245347,0.513703,-0.00747,-0.188412,-0.241825,0.532028,0.006078,-0.475184,-0.234313,0.429852,0.159041,-0.193515,-0.192752,0.448832,-0.181449,-0.186293,-0.189986,0.468035,0.006184,-0.175259,-0.183967,5,4.0,5.0,5.0,5.0,1.0
144,-1.058367,-1.555568,0.282916,1.344467,-1.854576,-2.239028,0.293407,1.557626,-1.849387,-2.138594,0.609902,1.560067,0.34628,-0.020865,0.041321,0.124397,-0.742057,-1.491858,0.290124,1.281641,-1.696927,-2.222517,0.540978,1.653394,0.429852,0.027478,-0.133319,-0.561342,0.448832,-0.575371,0.113031,0.597678,-0.949706,-1.790725,-0.115362,1.600409,1,0.0,3.0,4.0,1.0,4.0
145,-0.764376,-0.856336,-1.939848,-1.513027,-0.45352,-0.666048,-1.746909,-1.293344,-0.438908,-0.826388,-1.734326,-1.284866,-0.462384,-0.721087,-1.578562,-1.460222,-0.446584,-0.706005,-1.803469,-1.239957,-0.433852,-0.693089,-1.790217,-1.440349,-0.159228,-0.586483,-1.457622,-1.193211,-0.144082,-0.750447,-1.623048,-1.345226,-0.42738,-0.738876,-1.852359,-1.338564,5,5.0,5.0,5.0,5.0,5.0
146,1.367057,1.022851,0.823588,0.286136,1.389975,1.256483,1.373574,0.501711,1.416986,1.054442,0.850335,0.506388,1.375487,0.854412,0.581282,0.018756,1.400122,1.040333,0.589209,0.230975,1.42361,1.054828,0.839849,0.237614,1.239836,0.729148,0.528832,-0.08744,1.264088,0.737701,0.292626,-0.084964,1.288832,0.926552,0.543498,0.130923,2,2.0,4.0,1.0,3.0,2.0
147,-0.690878,-0.987442,-1.699549,-1.248444,-0.674739,-0.971906,-1.446863,-1.029365,-0.661615,-0.957608,-1.433784,-0.810711,-0.756443,-1.114962,-1.33858,-0.615092,-0.742057,-1.098931,-1.085666,-0.819691,-0.433852,-0.955277,-1.072926,-1.073294,-0.232863,-0.542629,-0.675079,-0.666654,-0.736996,-1.013061,-0.90467,-0.662584,-0.725852,-1.177146,-1.133601,-0.656302,4,3.0,4.0,4.0,3.0,1.0
148,-0.984869,-1.293356,-0.978653,-0.454696,-0.969698,-1.277763,-0.966788,-0.659795,-0.661615,-1.26379,-0.952917,-0.652659,-0.168324,-0.677323,-1.098597,-0.826374,0.144362,-0.356737,-0.846398,-0.609558,-0.433852,-1.261162,0.062784,0.499795,-0.232863,-0.542629,-1.397426,-1.035244,-0.218196,-0.181449,-1.14413,-1.03016,0.094945,-0.169124,-0.414844,-0.656302,3,3.0,2.0,5.0,5.0,3.0
149,-1.425855,-0.72523,-0.858503,-0.348863,-1.412137,-0.534967,-0.606733,-0.34302,-1.403973,-0.345245,-0.592266,-0.125819,-1.197532,-0.764851,-1.038601,-0.350989,-0.668189,-0.444054,-0.786581,-0.346891,-0.656748,-0.25611,-0.295861,-0.181877,-0.969212,-0.674192,-0.976057,-0.456031,-0.366425,-0.006373,0.053167,0.12508,-0.352763,0.532109,0.303913,0.130923,0,0.0,0.0,0.0,0.0,0.0
150,-0.470385,0.498427,0.342991,0.391969,-0.158561,0.688462,0.653462,0.607303,-0.438908,0.879481,1.210986,0.611756,-0.462384,0.37301,0.341299,0.230039,-0.446584,0.603749,0.888293,0.388575,-0.136658,0.836338,1.198494,0.761977,-0.674672,0.071332,0.167659,0.228494,-0.366425,0.650162,0.71168,0.440145,-0.054291,1.014206,0.723188,0.813184,0,0.0,2.0,5.0,3.0,0.0
151,0.926071,0.716937,0.282916,0.127386,0.652577,0.338911,-0.426705,-0.448612,-0.216201,-0.695167,-1.97476,-2.180493,0.713854,0.679357,0.341299,0.018756,0.439835,0.341798,-0.128595,-0.767158,-0.433852,-0.736787,-1.849991,-2.541511,0.650756,0.597585,0.348246,0.017871,0.671174,0.212472,-0.605346,-0.715095,-0.651234,-0.870357,-1.912255,-2.17827,2,4.0,0.0,4.0,2.0,2.0
152,-0.470385,-0.987442,-1.519325,-1.513027,-0.748479,-1.277763,-1.326844,-1.504527,0.154978,-0.170284,-0.351833,-0.389239,0.05222,-0.370976,-0.91861,-0.879195,-0.446584,-1.186248,-1.384751,-1.450091,-0.433852,-0.998975,-1.1327,-1.230603,0.429852,-0.104085,-0.79547,-0.771965,-0.440539,-0.881754,-1.203994,-1.345226,-0.42738,-0.563568,-0.774223,-0.551339,4,0.0,2.0,4.0,4.0,4.0
153,-0.396887,-0.768932,-1.939848,-1.513027,-0.37978,-0.622354,-1.506872,-1.134957,-0.067729,-0.082804,-0.772592,-0.547291,-0.388869,-0.677323,-1.218588,-1.24894,-0.372716,-0.662347,-1.683835,-1.397557,-0.359554,-0.518297,-1.431571,-1.020858,-0.453767,-0.674192,-1.337231,-1.0879,-0.144082,-0.487833,-1.503318,-1.292715,-0.42738,-0.651222,-1.732566,-1.286082,5,1.0,5.0,3.0,5.0,5.0
154,0.338089,0.323619,0.763513,0.709468,0.062659,0.164136,0.773481,0.924077,-0.216201,0.004676,1.090769,0.92786,-0.168324,0.197954,0.641278,0.811066,-0.151111,0.210823,1.187378,0.808841,0.457729,0.355661,0.660526,0.604668,0.061677,0.202896,0.348246,0.228494,0.374717,0.387548,0.891274,0.597678,0.393417,0.400628,0.663291,0.603258,4,0.0,3.0,0.0,1.0,4.0
155,0.779075,0.629533,0.162766,-0.348863,0.800057,0.469993,0.173388,-0.184633,1.120043,0.66078,0.730119,0.032233,0.787369,0.504301,0.281304,-0.245347,0.809176,0.516432,0.290124,-0.084225,1.126416,0.705245,0.301881,0.132741,0.724391,0.334459,-0.193515,-0.403375,0.745289,0.518855,0.053167,-0.189986,1.139596,0.882725,0.303913,0.235886,5,1.0,4.0,3.0,0.0,5.0
156,-1.940339,-2.079992,0.282916,1.661967,-1.707096,-2.151641,0.533444,2.032788,-2.14633,-2.269815,0.30936,2.244959,-1.859166,-2.165295,0.581282,1.550555,-2.071686,-2.015759,0.290124,1.754441,-2.068419,-2.222517,0.301881,2.020448,-1.705561,-2.25295,0.528832,1.650199,-1.700481,-2.238594,0.053167,1.28032,-1.695885,-2.141341,0.303913,1.285519,1,1.0,3.0,1.0,1.0,1.0
157,-1.940339,-2.079992,1.123962,2.402799,-1.707096,-1.933171,0.533444,1.663217,-1.403973,-1.526231,0.30936,1.296647,-1.050503,-0.983671,0.041321,0.705425,-1.03753,-0.836981,0.290124,0.493642,-0.731046,-0.824183,0.062784,0.499795,-0.453767,-0.542629,0.28805,0.491773,-0.736996,-0.706678,0.292626,0.7027,-0.725852,-0.870357,0.303913,0.708221,4,0.0,2.0,4.0,4.0,4.0
158,-0.984869,-0.856336,-0.978653,-0.825112,-0.37978,-0.360191,-0.966788,-1.029365,-0.067729,-0.170284,-0.952917,-0.810711,-1.050503,-1.421309,-1.098597,-0.615092,-0.742057,-0.967956,-1.085666,-0.819691,-0.136658,-0.168714,-0.833829,-1.073294,-1.263751,-1.507425,-0.675079,-0.245408,-0.959339,-1.188137,-0.665211,-0.45254,-0.949706,-0.870357,-0.894016,-0.866229,4,2.0,4.0,4.0,4.0,4.0
159,-0.176394,0.192513,1.184036,0.815302,0.431358,0.338911,0.653462,0.607303,0.748864,0.354598,1.210986,0.822492,0.34628,0.37301,0.881261,0.599783,0.365966,0.385456,0.649025,0.598708,0.086237,0.224567,0.899623,0.761977,-0.380132,0.071332,0.167659,0.439117,-0.366425,-0.268987,0.412356,0.807721,-0.054291,-0.607395,0.723188,0.813184,4,4.0,2.0,4.0,4.0,1.0
160,-0.911371,-1.249654,-0.55813,0.021553,-0.895959,-1.234069,-0.78676,-0.184633,-0.884323,-1.22005,-0.772592,-0.336555,-0.682928,-1.158726,-0.738623,-0.245347,-0.963662,-1.14259,-0.966032,-0.662091,-0.953942,-1.261162,-0.714281,-0.234313,-0.748307,-1.112736,-1.096448,-0.613998,-1.033453,-1.275675,-0.844805,-0.610073,-1.024324,-1.2648,-0.834119,-0.603821,4,4.0,4.0,0.0,4.0,4.0
161,-1.866841,-2.385906,0.042617,0.921135,-1.854576,-2.239028,0.293407,1.13526,-1.849387,-2.138594,0.30936,1.138596,-1.491592,-1.902712,-0.438644,0.494142,-1.923949,-2.234051,0.290124,1.281641,-1.919822,-2.353611,0.301881,1.28634,-1.484656,-1.902115,-0.133319,0.965674,-1.700481,-2.238594,0.651815,1.595385,-2.218211,-2.316649,0.124223,1.600409,1,5.0,4.0,1.0,1.0,4.0
162,-1.719846,-2.385906,1.36426,2.244049,-1.707096,-2.239028,0.773481,1.8744,-1.700916,-2.138594,0.790227,1.876171,-2.006196,-2.252823,1.181239,2.342865,-1.997817,-2.146735,0.649025,1.964574,-1.696927,-2.135121,0.660526,1.758267,-1.85283,-2.296804,1.491962,2.650658,-1.84871,-2.282363,0.891274,2.067983,-1.621268,-2.141341,0.902877,2.282671,1,4.0,4.0,1.0,1.0,1.0
163,-0.396887,-0.463017,-1.279026,-1.142611,-0.084821,-0.447579,-1.266835,-1.34614,0.229214,-0.432726,-1.013025,-1.126814,-0.388869,-0.370976,-1.218588,-1.24894,-0.077243,-0.356737,-1.2053,-1.239957,-0.359554,-0.343506,-1.192475,-1.230603,-0.159228,-0.367211,-1.096448,-1.298522,-0.144082,-0.487833,-1.503318,-1.292715,-0.42738,-0.475913,-1.49298,-1.286082,5,2.0,3.0,5.0,5.0,5.0
164,-0.102897,-0.025997,-0.738354,-0.666362,0.505098,0.338911,0.05337,-0.079042,0.526157,0.70452,0.30936,-0.073135,-0.168324,-0.502268,-1.33858,-1.090478,0.439835,0.167164,-0.188412,-0.189291,0.754923,0.705245,0.062784,-0.181877,-0.748307,-0.718047,-1.999382,-1.45649,-0.440539,-0.706678,-1.982237,-1.450248,-0.42738,-0.695049,-1.552876,-1.2336,3,0.0,2.0,2.0,3.0,3.0
165,-0.102897,-0.637825,0.703439,0.815302,-0.084821,-0.447579,0.713472,0.448916,-0.067729,-0.257765,-0.051291,-0.178503,-0.682928,-0.983671,0.521286,0.863886,-0.372716,-0.967956,0.529392,0.861375,-0.359554,-0.649391,0.540978,0.499795,-0.748307,-1.112736,0.28805,0.913019,-0.736996,-0.969292,0.59195,0.912743,-0.42738,-0.82653,0.303913,0.708221,4,4.0,4.0,4.0,2.0,1.0
166,1.955038,1.459872,1.184036,0.603635,1.684934,1.256483,1.193546,0.39612,1.713929,1.273143,0.910444,0.611756,1.743062,1.598398,1.481217,0.599783,1.769463,1.389601,1.187378,0.598708,1.497908,1.404411,1.198494,0.394922,1.681645,1.386964,0.950202,0.597084,1.412317,1.21916,0.951139,0.440145,1.438068,0.838898,0.723188,0.235886,2,2.0,1.0,5.0,2.0,2.0
167,2.322527,1.372468,1.244111,0.603635,2.053633,1.212789,0.953509,0.237733,0.8231,0.267118,-0.051291,-0.547291,2.037121,1.248287,1.361226,0.282859,2.360409,1.258626,1.127561,0.493642,1.720804,1.054828,0.839849,0.132741,2.049819,1.211546,0.82981,0.228494,1.782888,1.044084,0.831409,0.492656,1.438068,1.233342,1.142463,0.498294,2,5.0,3.0,2.0,2.0,2.0
168,-1.646348,-2.167396,1.544484,2.773215,-1.412137,-2.282722,1.913657,2.771928,-1.62668,-2.269815,1.571636,2.771798,-1.712136,-2.296587,1.7212,2.76543,-1.702344,-2.27771,1.725731,2.752574,-1.696927,-2.266215,2.035333,3.174047,-1.85283,-2.033678,2.093918,2.861281,-1.84871,-2.238594,2.387894,3.065691,-1.845121,-2.141341,2.400287,3.332304,1,3.0,5.0,1.0,1.0,1.0
169,-0.102897,-0.463017,-1.038727,-0.930945,-0.084821,-0.098028,-0.78676,-0.765386,-0.067729,-0.257765,-1.013025,-0.916079,-0.09481,-0.370976,-1.458571,-1.24894,-0.077243,-0.182104,-1.2053,-1.029824,0.160536,-0.168714,-0.714281,-0.811113,-0.159228,-0.367211,-1.517817,-1.0879,-0.440539,-0.487833,-1.503318,-1.082671,-0.42738,-0.344432,-1.313291,-1.076155,5,5.0,2.0,5.0,5.0,2.0
170,-0.470385,-0.72523,-1.819698,-1.460111,-0.2323,-0.534967,-1.566881,-1.451731,-0.216201,-0.520206,-1.554001,-1.232182,-0.462384,-0.764851,-1.878541,-1.354581,-0.742057,-0.57503,-1.444568,-1.345024,-0.433852,-0.736787,-1.431571,-1.178167,-0.453767,-0.718047,-1.7586,-1.298522,-0.440539,-0.531602,-1.503318,-1.292715,-0.42738,-0.51974,-1.49298,-1.286082,5,4.0,5.0,0.0,5.0,5.0
171,-0.396887,-0.463017,-1.699549,-1.513027,-0.674739,-0.753436,-1.506872,-1.134957,-0.661615,-0.607687,-0.772592,-0.336555,0.125735,-0.370976,-0.978606,-1.24894,-0.668189,-0.662347,-1.683835,-1.239957,-0.359554,-0.343506,-0.475184,-0.234313,1.092566,0.685294,0.28805,-0.192752,0.152375,0.343779,-0.365887,-0.610073,0.468035,0.707417,0.603395,0.025959,4,3.0,4.0,1.0,4.0,4.0
172,0.63208,0.323619,-0.197682,-0.454696,0.652577,0.557381,0.05337,-0.448612,0.971571,0.74826,0.30936,-0.073135,0.419794,0.022899,-0.378649,-0.403809,0.735308,0.341798,0.110673,-0.189291,1.052117,0.880036,0.361655,0.027868,0.650756,0.202896,-0.133319,-0.350719,1.189974,0.825239,0.352491,0.020058,1.214214,0.838898,0.124223,0.025959,3,3.0,0.0,3.0,3.0,3.0
173,1.514052,1.110256,1.063887,0.127386,1.537455,1.125401,1.073527,0.501711,1.565457,1.316883,0.790227,0.717124,1.669547,1.467107,1.481217,0.811066,1.695595,1.476918,1.187378,0.598708,1.720804,1.098526,0.899623,0.604668,1.46074,1.211546,0.890006,0.597084,1.486431,1.21916,0.651815,0.387634,1.214214,0.619763,0.363809,-0.131486,2,4.0,3.0,2.0,2.0,2.0
174,0.999568,0.848043,0.342991,0.021553,1.021276,0.688462,0.353416,0.02655,0.748864,0.354598,-0.351833,-0.547291,1.154943,0.810648,0.101317,0.018756,1.178517,0.822041,0.649025,-0.136758,0.977819,0.224567,0.122558,-0.339186,1.092566,0.816857,0.167659,0.017871,1.11586,0.825239,0.172896,-0.189986,0.244181,-0.08147,-0.534637,-0.91871,3,3.0,3.0,2.0,1.0,3.0
175,0.117596,-0.200805,-0.858503,-1.089695,0.136399,-0.185416,-0.84677,-1.082161,0.154978,-0.170284,-0.8327,-1.07413,-0.241839,-0.195921,-1.158593,-1.037657,-0.22498,-0.182104,-1.384751,-1.029824,0.086237,-0.168714,-1.1327,-1.020858,-0.159228,-0.279503,-1.036253,-1.193211,-0.440539,-0.268987,-1.0244,-1.187693,-0.42738,-0.256778,-1.193498,-0.971192,5,2.0,2.0,5.0,2.0,5.0
176,1.293559,0.848043,0.643364,0.391969,1.316235,0.688462,0.353416,0.184937,0.748864,0.70452,0.369468,0.190284,1.154943,0.810648,0.881261,0.230039,0.661439,0.385456,0.110673,0.230975,0.383431,0.617849,0.361655,0.604668,1.092566,0.641439,0.167659,0.228494,0.226489,0.475086,0.412356,0.230101,-0.352763,0.66359,0.723188,0.445813,2,1.0,1.0,2.0,1.0,2.0
177,-0.984869,0.148811,0.282916,-0.08428,-1.190918,-0.01064,0.05337,-0.237429,-1.181266,-0.170284,-0.171507,-0.073135,-0.756443,0.15419,0.041321,0.018756,-1.03753,-0.182104,-0.188412,-0.399425,-1.02824,0.006078,-0.176313,-0.181877,-0.969212,-0.016376,0.28805,0.123183,-0.440539,0.343779,0.532085,0.335123,-0.725852,0.356801,0.303913,0.130923,0,4.0,1.0,5.0,0.0,0.0
178,0.411587,0.323619,-0.137607,-0.560529,0.431358,0.207829,-0.546723,-0.554203,0.748864,0.223378,-0.351833,-0.758027,0.934398,0.197954,-0.138666,-0.720733,0.365966,0.210823,-0.367863,-0.504491,0.383431,0.049776,-0.116539,-0.70624,0.798026,0.466022,-0.313906,-0.561342,0.819403,0.256241,-0.306022,-0.557562,0.542653,0.093838,-0.774223,-0.761265,3,3.0,2.0,3.0,3.0,3.0
179,-1.866841,-2.167396,1.184036,2.667381,-1.190918,-1.190375,0.353416,0.76569,0.377685,0.398338,0.129035,-0.336555,-2.07971,-2.296587,1.901187,2.976712,-1.850081,-1.884784,1.247195,1.964574,-0.359554,-0.430902,0.421429,0.027868,-1.926465,-2.296804,1.732744,2.598002,-1.700481,-2.151056,1.130733,2.593092,-1.397414,-1.396281,0.842981,1.075593,1,1.0,4.0,1.0,4.0,1.0
180,1.514052,1.285064,1.063887,0.709468,1.537455,1.300177,1.373574,0.712894,1.565457,1.316883,0.790227,0.506388,1.669547,1.073232,0.881261,0.388501,1.695595,1.083992,1.187378,0.388575,1.720804,0.880036,0.361655,0.027868,1.166201,0.992274,0.649224,0.017871,1.189974,0.606393,0.352491,-0.347519,0.99036,0.400628,0.124223,-0.341412,2,2.0,3.0,3.0,1.0,2.0
181,-0.249892,-0.550421,-0.678279,-0.666362,-0.748479,-1.015599,-0.186668,-0.079042,-0.958558,-1.482491,0.30936,0.92786,-1.491592,-1.683892,1.181239,1.761838,-1.702344,-2.015759,1.187378,2.332307,-1.696927,-2.222517,1.198494,2.544811,-1.85283,-2.165241,1.491962,2.808625,-1.84871,-2.151056,1.489922,2.803136,-1.994357,-2.272822,1.501841,2.650043,1,2.0,1.0,1.0,1.0,5.0
182,0.191094,-0.113401,-0.55813,-0.930945,0.210138,-0.098028,-0.306686,-0.923774,-0.364672,-0.607687,-1.674218,-1.33755,0.125735,-0.020865,-0.738623,-0.667912,0.144362,-0.182104,-0.966032,-0.819691,-0.06236,-0.343506,-1.192475,-1.020858,0.429852,0.159041,-0.614884,-0.613998,0.448832,0.168703,-0.844805,-0.610073,0.169563,0.006184,-0.594534,-0.393894,5,0.0,2.0,1.0,5.0,5.0
183,-0.470385,0.716937,0.763513,0.497802,-0.45352,0.732156,1.073527,0.501711,-0.438908,0.573299,0.790227,0.348336,-0.168324,0.679357,0.881261,0.599783,-0.446584,0.691066,0.888293,0.598708,-0.433852,0.880036,0.899623,0.394922,0.061677,0.992274,0.890006,0.597084,-0.144082,0.606393,0.891274,0.230101,-0.42738,0.619763,0.902877,0.393331,0,0.0,3.0,0.0,3.0,3.0
184,-0.102897,-0.637825,-1.279026,-1.513027,-0.084821,-0.622354,-1.6869,-1.34614,-0.067729,-0.432726,-1.674218,-1.33755,-0.09481,-0.546032,-1.458571,-1.24894,-0.372716,-0.356737,-1.444568,-1.397557,-0.06236,-0.518297,-1.670668,-1.387912,-0.159228,-0.498775,-1.517817,-1.509145,-0.144082,-0.662909,-1.503318,-1.502759,-0.128909,-0.475913,-1.732566,-1.496009,5,2.0,0.0,5.0,5.0,2.0
185,-0.764376,-1.031144,-1.639474,-1.354278,-0.45352,-0.753436,-1.206825,-0.976569,-0.438908,-0.738907,-1.614109,-1.179498,-0.903473,-1.20249,-1.758549,-1.671505,-0.889794,-1.186248,-1.504385,-1.292491,-0.879643,-0.998975,-1.491346,-1.28304,-0.895577,-1.244299,-1.939186,-1.719768,-0.885225,-1.231906,-1.682913,-1.502759,-0.875088,-1.220973,-1.49298,-0.91871,4,4.0,4.0,4.0,3.0,4.0
