x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,y,y_1,y_2,y_3,y_4
124,69.0,68.0,9.0,0.0,0.0,0.833332,0.862812,0.777777,0.583729,56.2963,49.2222,71.0,48.6667,-21.2222,44.1111,-22.8889,71.0,0.316026,-2.06954,1,0.0,1.0,1.0,6.0
125,208.0,240.0,9.0,0.111111,0.0,1.05556,0.862963,2.44444,5.00741,14.1481,10.8889,13.0,18.5556,-9.77778,-3.44444,13.2222,18.5556,0.421621,2.39249,3,2.0,3.0,3.0,3.0
126,115.0,195.0,9.0,0.0,0.0,3.83333,2.9571,3.94444,1.70511,57.1111,51.3333,70.1111,49.8889,-17.3333,39.0,-21.6667,70.1111,0.28836,-2.01559,4,3.0,4.0,4.0,0.0
127,67.0,34.0,9.0,0.0,0.0,1.11111,1.22323,0.555556,0.583731,54.2593,46.2222,70.3333,46.2222,-24.1111,48.2222,-24.1111,70.3333,0.34747,-2.09452,1,3.0,1.0,1.0,4.0
128,165.0,96.0,9.0,0.0,0.0,2.38889,1.57408,1.72222,1.21852,67.037,61.0,80.2222,59.8889,-18.1111,39.5556,-21.4444,80.2222,0.254595,-2.03634,1,4.0,1.0,1.0,2.0
129,24.0,172.0,9.0,0.0,0.0,1.16667,0.91287,9.77778,5.45554,42.037,38.0,50.3333,37.7778,-12.1111,24.8889,-12.7778,50.3333,0.249836,-2.14372,4,4.0,4.0,4.0,0.0
130,1.0,115.0,9.0,0.111111,0.0,1.83333,2.38889,2.22222,4.96296,16.5556,15.6667,21.7778,12.2222,-2.66667,15.6667,-13.0,21.8889,0.425538,-1.54801,0,4.0,0.0,0.0,4.0
131,237.0,91.0,9.0,0.0,0.0,0.611111,0.0185185,0.611111,0.196296,12.1481,7.55556,20.6667,8.22222,-13.7778,25.5556,-11.7778,20.6667,0.634464,-2.14757,6,4.0,6.0,6.0,1.0
132,20.0,170.0,9.0,0.0,0.0,0.777778,0.785184,1.11111,0.562962,19.5556,15.1111,18.8889,24.6667,-13.3333,-2.0,15.3333,24.6667,0.387467,2.50439,3,3.0,2.0,1.0,3.0
133,19.0,55.0,9.0,0.0,0.0,1.44444,2.82963,1.27778,0.862964,21.037,20.5556,26.6667,15.8889,-1.44444,16.8889,-15.4444,26.6667,0.404791,-1.63442,0,4.0,0.0,6.0,5.0
134,36.0,145.0,9.0,0.0,0.0,0.277778,0.196296,1.27778,2.06296,0.851852,0.333333,1.44444,0.777778,-1.55556,1.77778,-0.222222,1.44444,0.251852,-2.53095,2,2.0,2.0,0.0,2.0
135,198.0,148.0,9.0,0.111111,0.0,1.66667,0.843274,1.11111,0.981307,1.77778,1.11111,3.22222,1.0,-2.0,4.33333,-2.33333,3.22222,0.612963,-2.04515,6,6.0,6.0,4.0,6.0
136,185.0,110.0,9.0,0.0,0.0,18.4444,375.096,1.27778,0.596297,50.6667,46.1111,60.4444,45.4444,-13.6667,29.3333,-15.6667,60.4444,0.249253,-2.03252,1,4.0,1.0,1.0,1.0
137,138.0,116.0,9.0,0.0,0.0,0.611111,0.151852,0.444445,0.207407,6.48148,7.55556,8.22222,3.66667,3.22222,5.22222,-8.44444,8.33333,0.559171,-1.19107,0,0.0,1.0,3.0,0.0
138,74.0,122.0,9.0,0.0,0.0,1.22222,1.24127,1.33333,0.699206,16.1481,8.0,28.3333,12.1111,-24.4444,36.5556,-12.1111,28.3333,0.718221,-2.30599,2,2.0,6.0,2.0,6.0
139,7.0,134.0,9.0,0.0,0.0,0.0555556,0.0185185,0.0555556,0.0185185,0.037037,0.0,0.111111,0.0,-0.111111,0.222222,-0.111111,0.111111,0.111111,-2.0944,2,2.0,2.0,4.0,2.0
140,217.0,208.0,9.0,0.0,0.0,2.5,2.16667,2.66667,2.44445,16.0741,12.6667,14.4444,21.1111,-10.2222,-4.88889,15.1111,21.1111,0.40213,2.31093,3,3.0,1.0,2.0,3.0
141,174.0,59.0,9.0,0.0,0.0,0.833335,0.349603,1.33333,0.8165,122.037,110.556,138.778,116.778,-34.4444,50.2222,-15.7778,138.778,0.203326,-2.32317,5,5.0,2.0,4.0,3.0
142,60.0,126.0,9.0,0.0,0.0,0.833333,0.611111,0.555556,0.162963,20.1111,16.4444,27.3333,16.5556,-11.0,21.6667,-10.6667,27.3333,0.405936,-2.1041,1,6.0,1.0,1.0,1.0
143,8.0,93.0,9.0,0.0,0.0,0.833333,0.459468,1.05556,0.928959,19.8889,15.1111,28.8889,15.6667,-14.3333,27.0,-12.6667,28.8889,0.480246,-2.13621,6,6.0,6.0,6.0,1.0
144,88.0,180.0,9.0,0.0,0.0,1.5,0.936898,3.83333,2.88868,50.4074,45.2222,62.3333,43.6667,-15.5556,35.7778,-20.2222,62.3333,0.300918,-2.00872,4,3.0,4.0,4.0,4.0
145,15.0,123.0,9.0,0.0,0.0,0.444444,0.118518,0.444444,0.118519,4.55556,6.0,5.33333,2.33333,4.33333,2.33333,-6.66667,6.0,0.61164,-0.853547,0,0.0,0.0,5.0,0.0
146,6.0,54.0,9.0,0.0,0.0,0.611109,0.107408,0.944444,0.551855,116.778,109.111,132.444,108.778,-23.0,47.0,-24.0,132.444,0.181149,-2.07915,5,5.0,0.0,2.0,5.0
147,167.0,189.0,9.0,0.0,0.0,3.77778,2.23772,3.77778,1.54441,58.4074,51.3333,72.4444,51.4444,-21.2222,42.1111,-20.8889,72.4444,0.295523,-2.10133,4,6.0,4.0,4.0,0.0
148,183.0,78.0,9.0,0.0,0.0,1.05556,0.329632,0.777779,1.27408,135.556,128.667,147.0,131.0,-20.6667,34.3333,-13.6667,147.0,0.124647,-2.22554,5,5.0,4.0,0.0,5.0
149,189.0,187.0,9.0,0.0,0.0,1.22222,1.0037,3.05556,2.38902,48.5185,44.1111,59.8889,41.5556,-13.2222,34.1111,-20.8889,59.8889,0.305755,-1.94747,4,4.0,4.0,4.0,4.0
150,237.0,83.0,9.0,0.0,0.0,0.722222,0.418518,5.83333,20.9222,9.88889,6.0,17.0,6.66667,-11.6667,21.3333,-9.66667,17.0,0.676581,-2.15026,6,6.0,6.0,6.0,6.0
151,43.0,152.0,9.0,0.0,0.0,1.94444,1.70741,1.22222,0.82963,1.51852,1.0,2.88889,0.666667,-1.55556,4.11111,-2.55556,2.88889,0.648677,-1.93324,6,6.0,1.0,2.0,6.0
152,34.0,128.0,9.0,0.0,0.0,0.444444,0.118518,0.666667,0.488889,5.66667,7.44444,6.55556,3.0,5.33333,2.66667,-8.0,7.44444,0.597443,-0.837598,0,3.0,4.0,5.0,0.0
153,136.0,193.0,9.0,0.0,0.0,2.38889,1.45169,2.55556,1.40897,60.7037,54.4444,74.8889,52.7778,-18.7778,42.5556,-23.7778,74.8889,0.295304,-2.01821,4,6.0,4.0,4.0,4.0
154,38.0,189.0,9.0,0.0,0.0,1.0,0.222222,6.22222,33.3185,29.0741,26.3333,35.2222,25.6667,-8.22222,18.4444,-10.2222,35.2222,0.271208,-2.04915,4,3.0,4.0,4.0,6.0
155,86.0,33.0,9.0,0.0,0.0,1.16667,0.611111,0.611109,0.196295,109.889,96.7778,130.556,102.333,-39.3333,62.0,-22.6667,130.556,0.258604,-2.26623,5,5.0,3.0,4.0,5.0
156,74.0,129.0,9.0,0.0,0.0,0.222222,0.0296296,0.111111,0.0296296,0.518518,0.0,1.55556,0.0,-1.55556,3.11111,-1.55556,1.55556,1.0,-2.0944,2,2.0,6.0,5.0,2.0
157,147.0,51.0,9.0,0.111111,0.0,1.16667,1.1,1.5,1.94444,126.333,117.0,140.222,121.778,-28.0,41.6667,-13.6667,140.222,0.165549,-2.30669,5,5.0,1.0,5.0,1.0
158,187.0,89.0,9.0,0.0,0.0,1.77778,1.74695,0.944444,0.800463,5.03704,2.88889,9.55556,2.66667,-6.44444,13.5556,-7.11111,9.55556,0.740904,-2.06534,6,6.0,6.0,6.0,6.0
159,203.0,83.0,9.0,0.0,0.0,0.388889,0.136083,0.222222,0.403687,17.0741,12.8889,24.8889,13.4444,-12.5556,23.4444,-10.8889,24.8889,0.481852,-2.14376,6,3.0,6.0,6.0,0.0
160,14.0,60.0,9.0,0.0,0.0,0.555555,0.785184,1.05556,0.062963,19.3333,18.8889,24.7778,14.3333,-1.33333,16.3333,-15.0,24.7778,0.419248,-1.62339,0,3.0,0.0,0.0,4.0
161,34.0,116.0,9.0,0.0,0.0,5.77778,4.40538,0.499999,0.278888,61.0,52.4444,76.4444,54.1111,-25.6667,46.3333,-20.6667,76.4444,0.313235,-2.16179,1,2.0,5.0,1.0,1.0
162,215.0,123.0,9.0,0.0,0.0,0.333333,0.133333,0.666667,0.0444444,1.37037,0.0,3.77778,0.333333,-4.11111,7.22222,-3.11111,3.77778,1.0,-2.16987,2,3.0,2.0,6.0,2.0
163,97.0,46.0,9.0,0.0,0.0,1.66667,1.61933,2.22222,1.40897,62.3333,53.2222,79.1111,54.6667,-27.3333,50.3333,-23.0,79.1111,0.326719,-2.1523,1,3.0,1.0,1.0,2.0
164,234.0,161.0,9.0,0.0,0.0,0.888889,0.501849,1.61111,1.40502,19.037,15.1111,17.0,25.0,-11.7778,-6.11111,17.8889,25.0,0.395599,2.29274,3,3.0,0.0,4.0,3.0
165,140.0,124.0,9.0,0.0,0.0,1.0,0.444445,1.11111,1.05185,2.51852,0.222222,6.11111,1.22222,-6.88889,10.7778,-3.88889,6.11111,0.973765,-2.26746,2,2.0,4.0,2.0,2.0
166,32.0,45.0,9.0,0.0,0.0,2.27778,3.17407,3.27778,1.44074,21.9259,20.5556,28.7778,16.4444,-4.11111,20.5556,-16.4444,28.7778,0.428167,-1.73537,0,5.0,0.0,0.0,3.0
167,188.0,186.0,9.0,0.0,0.0,0.888888,0.162962,0.777778,0.207407,18.5185,15.3333,18.2222,22.0,-9.55556,-0.888889,10.4444,22.0,0.301883,2.5874,3,3.0,4.0,4.0,3.0
168,84.0,86.0,9.0,0.0,0.0,0.833335,0.691214,1.16667,0.691214,105.778,92.8889,124.111,100.333,-38.6667,55.0,-16.3333,124.111,0.251552,-2.34379,5,5.0,2.0,3.0,5.0
169,119.0,138.0,9.0,0.0,0.0,0.777778,0.518518,0.722222,0.285185,3.55556,1.77778,7.22222,1.66667,-5.33333,11.0,-5.66667,7.22222,0.779497,-2.07124,6,6.0,1.0,6.0,6.0
170,70.0,98.0,9.0,0.111111,0.0,1.22222,1.71852,1.77778,1.31852,4.66667,1.22222,9.22222,3.55556,-10.3333,13.6667,-3.33333,9.22222,0.89084,-2.39542,2,2.0,3.0,6.0,2.0
171,86.0,20.0,9.0,0.0,0.0,0.944447,1.02017,1.94444,1.06284,65.1852,56.4444,81.6667,57.4444,-26.2222,49.4444,-23.2222,81.6667,0.309556,-2.13303,1,0.0,1.0,1.0,5.0
172,232.0,175.0,9.0,0.0,0.0,1.16667,0.62361,2.83333,2.16795,15.3704,12.4444,13.5556,20.1111,-8.77778,-5.44444,14.2222,20.1111,0.387412,2.2422,3,3.0,1.0,5.0,3.0
173,169.0,66.0,9.0,0.0,0.0,2.0,2.08889,0.944445,0.418519,51.5926,47.7778,61.2222,45.7778,-11.4444,28.8889,-17.4444,61.2222,0.252103,-1.96125,1,1.0,1.0,1.0,1.0
174,37.0,120.0,9.0,0.0,0.0,0.833333,0.344444,1.05556,0.462963,1.92593,0.222222,4.44444,1.11111,-5.11111,7.55556,-2.44444,4.44444,0.962963,-2.29808,2,2.0,3.0,6.0,2.0
175,18.0,90.0,9.0,0.0,0.0,1.05556,0.374074,0.666667,0.222222,2.81481,0.555556,6.88889,1.0,-6.77778,12.2222,-5.44444,6.88889,0.926146,-2.16432,2,2.0,4.0,3.0,2.0
176,178.0,122.0,9.0,0.0,0.0,0.555555,0.118518,0.777778,0.118519,5.85185,7.33333,6.88889,3.33333,4.44444,3.11111,-7.55556,7.44444,0.549603,-0.942559,0,0.0,5.0,1.0,0.0
177,33.0,132.0,9.0,0.111111,0.0,1.05556,0.998147,1.72222,0.998146,1.96296,0.666667,4.22222,1.0,-3.88889,6.77778,-2.88889,4.22222,0.676888,-2.15243,2,2.0,0.0,1.0,2.0
178,35.0,107.0,9.0,0.0,0.0,10.2222,14.9676,9.83333,17.5471,9.51852,7.33333,12.2222,9.0,-6.55556,8.11111,-1.55556,12.2222,0.674956,-2.49296,2,2.0,2.0,2.0,6.0
179,79.0,28.0,9.0,0.0,0.0,4.27778,3.7619,0.833333,0.658281,62.4074,53.4444,79.1111,54.6667,-26.8889,50.1111,-23.2222,79.1111,0.324556,-2.14451,1,4.0,1.0,1.0,6.0
180,156.0,32.0,9.0,0.0,0.0,0.777774,0.162964,2.61111,1.04074,136.296,129.778,146.333,132.778,-19.5556,30.1111,-10.5556,146.333,0.113055,-2.28076,5,5.0,3.0,5.0,5.0
181,199.0,144.0,9.0,0.0,0.0,0.333333,0.516398,0.333333,0.365148,0.444444,0.111111,1.11111,0.111111,-1.0,2.0,-1.0,1.11111,0.740741,-2.0944,6,6.0,0.0,1.0,6.0
182,170.0,121.0,9.0,0.0,0.0,2.16667,1.83485,2.72222,1.92546,32.3704,28.6667,40.5556,27.8889,-11.1111,24.5556,-13.4444,40.5556,0.313427,-2.02427,1,1.0,1.0,1.0,0.0
183,95.0,127.0,9.0,0.0,0.0,0.222222,0.0740741,0.222222,0.0296296,0.62963,0.0,1.88889,0.0,-1.88889,3.77778,-1.88889,1.88889,1.0,-2.0944,2,2.0,2.0,0.0,2.0
184,78.0,69.0,9.0,0.0,0.0,1.5,1.14444,1.61111,1.44074,24.3333,22.0,32.5556,18.4444,-7.0,24.6667,-17.6667,32.5556,0.431547,-1.8112,0,5.0,0.0,0.0,1.0
185,140.0,125.0,9.0,0.0,0.0,0.666667,0.222222,2.66667,3.77778,3.92593,1.55556,7.77778,2.44444,-7.11111,11.5556,-4.44444,7.77778,0.853199,-2.23424,2,2.0,4.0,3.0,2.0
186,58.0,232.0,9.0,0.0,0.0,2.5,1.45555,2.55556,0.829629,14.7037,11.2222,13.5556,19.3333,-10.4444,-3.44444,13.8889,19.3333,0.423483,2.40285,3,3.0,2.0,5.0,3.0
187,239.0,137.0,9.0,0.0,0.0,1.77778,1.36083,3.44444,1.08866,40.8519,39.8889,45.3333,37.3333,-2.88889,13.4444,-10.5556,45.3333,0.176066,-1.75799,1,0.0,1.0,1.0,4.0
188,20.0,134.0,9.0,0.0,0.0,0.666667,0.088889,0.611111,0.240741,2.96296,1.11111,6.44444,1.33333,-5.55556,10.4444,-4.88889,6.44444,0.829233,-2.13309,6,6.0,1.0,0.0,6.0
189,169.0,131.0,9.0,0.0,0.0,2.38889,1.86687,9.22222,2.11521,35.7037,30.6667,45.7778,30.6667,-15.1111,30.2222,-15.1111,45.7778,0.338619,-2.08919,1,0.0,1.0,1.0,3.0
190,235.0,196.0,9.0,0.0,0.0,1.66667,1.33333,2.22222,1.14827,47.2593,41.7778,58.5556,41.4444,-16.4444,33.8889,-17.4444,58.5556,0.294238,-2.07462,4,2.0,4.0,4.0,4.0
191,99.0,130.0,9.0,0.0,0.0,0.555555,0.45542,0.555555,0.544331,1.37037,0.111111,3.33333,0.666667,-3.77778,5.88889,-2.11111,3.33333,0.977778,-2.23903,2,2.0,3.0,5.0,2.0
192,115.0,156.0,9.0,0.0,0.0,0.388889,0.389682,1.05556,0.64693,24.2593,17.2222,26.0,29.5556,-21.1111,5.22222,15.8889,29.5556,0.417328,2.84342,3,3.0,0.0,5.0,3.0
193,157.0,85.0,9.0,0.0,0.0,1.22222,1.24127,0.222222,0.172133,18.9259,14.5556,26.8889,15.3333,-13.1111,23.8889,-10.7778,26.8889,0.459024,-2.16091,6,4.0,6.0,6.0,5.0
194,146.0,97.0,9.0,0.0,0.0,10.1111,4.5979,0.611111,0.574133,47.963,46.0,54.3333,43.5556,-5.88889,19.1111,-13.2222,54.3333,0.197115,-1.84074,1,2.0,1.0,1.0,1.0
195,74.0,88.0,9.0,0.0,0.0,0.722221,0.329632,0.500001,0.211111,110.593,101.556,127.556,102.667,-27.1111,50.8889,-23.7778,127.556,0.204675,-2.13924,5,6.0,1.0,3.0,5.0
196,205.0,177.0,9.0,0.0,0.0,2.83333,9.63333,8.5,17.3667,32.4444,28.4444,40.3333,28.5556,-12.0,23.6667,-11.6667,40.3333,0.296365,-2.12124,4,3.0,4.0,4.0,2.0
197,146.0,238.0,9.0,0.0,0.0,2.05556,0.596297,2.66667,1.86667,17.7778,15.0,16.5556,21.7778,-8.33333,-3.66667,12.0,21.7778,0.315256,2.33747,3,3.0,1.0,1.0,3.0
198,189.0,48.0,9.0,0.0,0.0,0.722222,0.389682,4.66667,4.30504,42.0741,38.7778,49.8889,37.5556,-9.88889,23.4444,-13.5556,49.8889,0.245241,-2.00326,1,0.0,1.0,1.0,0.0
199,233.0,124.0,9.0,0.111111,0.0,2.11111,1.50062,2.05556,0.490655,40.9259,35.7778,51.4444,35.5556,-15.4444,31.5556,-16.1111,51.4444,0.317097,-2.07697,1,5.0,1.0,0.0,1.0
200,23.0,142.0,9.0,0.0,0.0,0.388889,0.107407,0.944444,0.374074,5.03704,6.55556,5.77778,2.77778,4.55556,2.22222,-6.77778,6.55556,0.574735,-0.829712,0,0.0,5.0,4.0,0.0
201,76.0,89.0,9.0,0.0,0.0,1.05556,0.952579,3.27778,2.45327,16.8148,12.8889,24.4444,13.1111,-11.7778,22.8889,-11.1111,24.4444,0.473045,-2.11184,6,1.0,6.0,6.0,3.0
202,6.0,118.0,9.0,0.0,0.0,0.0555556,0.136083,0.0555556,0.136083,0.037037,0.0,0.111111,0.0,-0.111111,0.222222,-0.111111,0.111111,0.111111,-2.0944,2,2.0,4.0,1.0,2.0
203,252.0,181.0,9.0,0.0,0.0,1.0,0.632456,2.05556,2.03761,16.2963,13.5556,13.8889,21.4444,-8.22222,-7.22222,15.4444,21.4444,0.385555,2.14143,3,2.0,5.0,4.0,3.0
204,125.0,46.0,9.0,0.111111,0.0,0.611109,0.611616,2.16667,0.781735,124.556,112.778,141.0,119.889,-35.3333,49.3333,-14.0,141.0,0.200124,-2.35769,5,5.0,4.0,3.0,5.0
205,45.0,89.0,9.0,0.0,0.0,0.777778,0.340741,0.777778,0.474074,2.2963,0.111111,6.44444,0.333333,-6.55556,12.4444,-5.88889,6.44444,0.986111,-2.1239,2,2.0,3.0,0.0,2.0
206,75.0,131.0,9.0,0.0,0.0,0.222222,0.0296296,0.333333,0.0444444,0.518518,0.0,1.55556,0.0,-1.55556,3.11111,-1.55556,1.55556,1.0,-2.0944,2,2.0,4.0,6.0,2.0
207,210.0,153.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6.0,1.0,5.0,6.0
208,4.0,248.0,9.0,0.0,0.0,3.33333,1.81353,3.22222,1.25904,19.5556,15.5556,16.6667,26.4444,-12.0,-8.66667,20.6667,26.4444,0.422151,2.2051,3,3.0,2.0,4.0,3.0
209,116.0,245.0,9.0,0.0,0.0,2.27778,1.16269,2.27778,1.49691,16.3704,13.5556,14.3333,21.2222,-8.44444,-6.11111,14.5556,21.2222,0.384903,2.19805,3,3.0,0.0,6.0,1.0
210,231.0,124.0,9.0,0.0,0.0,3.44444,14.963,1.83333,6.43334,3.0,1.44444,5.88889,1.66667,-4.66667,8.66667,-4.0,5.88889,0.895369,-2.11894,2,2.0,2.0,4.0,2.0
211,217.0,148.0,9.0,0.0,0.0,2.05556,2.55185,1.05556,0.507408,29.0741,21.4444,41.5556,24.2222,-22.8889,37.4444,-14.5556,41.5556,0.483771,-2.23797,1,2.0,1.0,1.0,0.0
212,233.0,81.0,9.0,0.0,0.0,0.611113,0.329631,1.05556,0.551853,90.4074,75.6667,116.444,79.1111,-44.2222,78.1111,-33.8889,116.444,0.350039,-2.18233,5,3.0,2.0,0.0,5.0
213,121.0,113.0,9.0,0.0,0.0,1.72222,1.52963,2.94444,1.52963,20.2593,20.0,25.4444,15.3333,-0.777778,15.5556,-14.7778,25.4444,0.396589,-1.58561,0,4.0,0.0,3.0,2.0
214,144.0,139.0,9.0,0.0,0.0,5.5,3.94445,1.38889,0.596294,64.6667,57.8889,78.7778,57.3333,-20.3333,42.3333,-22.0,78.7778,0.27569,-2.06547,1,4.0,1.0,1.0,0.0
215,37.0,124.0,9.0,0.0,0.111111,1.5,1.01111,2.44444,1.8074,54.3333,49.4444,65.2222,48.3333,-14.6667,32.6667,-18.0,65.2222,0.258543,-2.03008,1,6.0,1.0,1.0,3.0
216,50.0,199.0,9.0,0.0,0.0,3.22222,2.97894,5.61111,4.61599,55.6667,49.1111,69.7778,48.1111,-19.6667,42.3333,-22.6667,69.7778,0.312414,-2.04543,4,3.0,4.0,4.0,6.0
217,235.0,196.0,9.0,0.0,0.0,1.66667,1.33333,2.22222,1.14827,47.2593,41.7778,58.5556,41.4444,-16.4444,33.8889,-17.4444,58.5556,0.294238,-2.07462,4,6.0,4.0,4.0,4.0
218,114.0,181.0,9.0,0.0,0.0,1.11111,0.385186,0.888889,1.0963,19.9259,15.8889,18.7778,25.1111,-12.1111,-3.44444,15.5556,25.1111,0.366581,2.42082,3,3.0,3.0,6.0,3.0
219,92.0,44.0,9.0,0.111111,0.0,0.722223,0.574135,1.16667,1.04881,123.815,113.444,138.111,119.889,-31.1111,42.8889,-11.7778,138.111,0.178428,-2.36728,5,5.0,0.0,0.0,5.0
220,38.0,202.0,9.0,0.0,0.0,2.16667,1.06979,8.33333,2.51219,57.3333,50.2222,71.5556,50.2222,-21.3333,42.6667,-21.3333,71.5556,0.302514,-2.09375,4,0.0,4.0,4.0,6.0
221,22.0,60.0,9.0,0.0,0.0,0.5,0.3,1.27778,0.729629,19.9259,19.3333,25.7778,14.6667,-1.77778,17.5556,-15.7778,25.7778,0.430484,-1.65005,0,5.0,0.0,1.0,2.0
222,99.0,198.0,9.0,0.0,0.0,5.05555,6.434,5.66667,5.79271,58.3333,51.8889,72.3333,50.7778,-19.3333,42.0,-22.6667,72.3333,0.299654,-2.03587,4,4.0,4.0,4.0,6.0
223,20.0,189.0,9.0,0.0,0.0,1.72222,1.75185,2.66667,3.82223,34.1111,30.1111,42.7778,29.4444,-12.0,26.0,-14.0,42.7778,0.309884,-2.04428,4,4.0,4.0,4.0,4.0
224,29.0,52.0,9.0,0.0,0.0,0.388889,0.0185181,1.33333,0.177779,125.778,115.556,140.222,121.556,-30.6667,43.3333,-12.6667,140.222,0.175849,-2.34849,5,5.0,6.0,3.0,5.0
225,217.0,130.0,9.0,0.0,0.0,2.33333,2.53333,1.44444,0.474074,21.3704,15.7778,31.8889,16.4444,-16.7778,31.5556,-14.7778,31.8889,0.505441,-2.13492,1,4.0,1.0,1.0,3.0
226,198.0,127.0,9.0,0.0,0.0,2.44444,4.38519,8.55556,59.5408,40.7407,38.0,48.2222,36.0,-8.22222,22.4444,-14.2222,48.2222,0.248999,-1.90835,1,6.0,1.0,1.0,1.0
227,140.0,25.0,9.0,0.0,0.0,0.999999,1.46667,1.11111,0.118518,128.0,117.778,142.333,123.889,-30.6667,43.0,-12.3333,142.333,0.172504,-2.35455,5,5.0,6.0,3.0,5.0
228,72.0,222.0,9.0,0.111111,0.0,2.38889,2.64074,1.61111,2.28518,14.963,11.6667,13.1111,20.1111,-9.88889,-5.55556,15.4444,20.1111,0.425441,2.28092,3,3.0,3.0,3.0,3.0
229,228.0,20.0,9.0,0.0,0.0,1.05555,0.490655,0.833333,0.752773,125.0,114.0,140.556,120.444,-33.0,46.6667,-13.6667,140.556,0.188892,-2.34801,5,5.0,5.0,0.0,5.0
230,152.0,18.0,9.0,0.0,0.0,0.777777,0.455422,0.555557,0.272164,112.111,97.2222,130.444,108.667,-44.6667,55.0,-10.3333,130.444,0.254668,-2.45498,5,5.0,6.0,5.0,5.0
231,25.0,199.0,9.0,0.0,0.0,1.11111,0.607407,1.05556,0.462963,17.5185,13.1111,17.8889,21.5556,-13.2222,1.11111,12.1111,21.5556,0.393002,2.69011,3,3.0,1.0,0.0,3.0
232,168.0,187.0,9.0,0.0,0.0,3.5,2.16795,2.83333,1.60208,58.0,52.5556,71.4444,50.0,-16.3333,40.3333,-24.0,71.4444,0.29965,-1.96667,4,3.0,4.0,4.0,6.0
233,92.0,68.0,9.0,0.0,0.0,1.05556,0.151852,0.777779,0.651852,125.778,115.667,141.0,120.667,-30.3333,45.6667,-15.3333,141.0,0.179629,-2.30062,5,5.0,1.0,4.0,5.0
234,88.0,71.0,9.0,0.111111,0.111111,1.44444,0.785185,4.5,5.67778,22.3333,21.7778,28.5556,16.6667,-1.66667,18.6667,-17.0,28.5556,0.416299,-1.63686,0,5.0,0.0,0.0,5.0
235,66.0,155.0,9.0,0.0,0.0,3.72222,21.7963,7.72222,71.5741,8.25926,5.88889,12.6667,6.22222,-7.11111,13.2222,-6.11111,12.6667,0.300624,-2.14762,6,3.0,6.0,6.0,2.0
236,33.0,100.0,9.0,0.0,0.0,0.722222,0.534027,0.666667,0.365148,1.22222,0.111111,2.77778,0.777778,-3.33333,4.66667,-1.33333,2.77778,0.977778,-2.3371,2,1.0,2.0,2.0,2.0
237,151.0,138.0,9.0,0.0,0.0,0.444444,0.0740741,0.444444,0.0740741,5.44444,7.0,6.33333,3.0,4.66667,2.66667,-7.33333,7.0,0.56746,-0.880521,0,0.0,3.0,0.0,0.0
238,184.0,145.0,9.0,0.0,0.0,0.722222,0.611616,0.222222,0.272166,0.555556,0.333333,1.22222,0.111111,-0.666667,2.0,-1.33333,1.22222,0.527778,-1.92094,6,6.0,0.0,0.0,6.0
239,22.0,133.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,6.0,0.0,2.0
240,252.0,201.0,9.0,0.0,0.0,4.61111,5.49512,5.55556,5.79527,40.2963,35.7778,49.0,36.1111,-13.5556,26.1111,-12.5556,49.0,0.275368,-2.17583,4,4.0,4.0,4.0,4.0
241,189.0,68.0,9.0,0.0,0.0,1.11111,0.58373,1.05556,0.534027,6.88889,5.66667,10.3333,4.66667,-3.66667,10.3333,-6.66667,10.3333,0.534151,-1.78025,6,6.0,4.0,2.0,6.0
242,185.0,188.0,9.0,0.0,0.0,1.77778,1.12875,2.0,1.24722,50.1852,45.0,62.1111,43.4444,-15.5556,35.7778,-20.2222,62.1111,0.30043,-2.00738,4,4.0,4.0,4.0,0.0
243,103.0,185.0,9.0,0.0,0.0,1.83333,4.65556,9.88889,94.9185,30.8889,27.7778,37.0,27.8889,-9.33333,18.3333,-9.0,37.5556,0.250444,-2.45058,4,1.0,4.0,0.0,2.0
244,118.0,126.0,9.0,0.0,0.0,0.666667,0.4,1.83333,2.12222,20.5556,16.1111,28.6667,16.8889,-13.3333,24.3333,-11.0,28.6667,0.437078,-2.1588,1,4.0,1.0,5.0,2.0
245,135.0,104.0,9.0,0.0,0.0,0.944445,0.107409,2.0,0.711111,63.6296,58.2222,76.5556,56.1111,-16.2222,38.7778,-22.5556,76.5556,0.267219,-1.98657,1,4.0,1.0,1.0,2.0
246,29.0,78.0,9.0,0.0,0.0,0.666665,0.699206,2.61111,2.32299,69.7407,59.6667,88.4444,61.1111,-30.2222,56.1111,-25.8889,88.4444,0.325487,-2.14554,1,1.0,1.0,1.0,1.0
247,235.0,195.0,9.0,0.0,0.0,1.88889,2.09408,3.0,1.73845,48.3333,42.7778,59.6667,42.5556,-16.6667,34.0,-17.3333,59.6667,0.290585,-2.0811,4,6.0,4.0,4.0,6.0
248,174.0,181.0,9.0,0.0,0.0,3.27778,3.15113,4.16667,2.78688,59.0741,52.3333,74.2222,50.6667,-20.2222,45.4444,-25.2222,74.2222,0.317345,-2.02086,4,6.0,4.0,3.0,1.0
