x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,y,y_1,y_2,y_3,y_4,y_5,y_6
115,45.0,89.0,9.0,0.0,0.0,0.777778,0.340741,0.777778,0.474074,2.2963,0.111111,6.44444,0.333333,-6.55556,12.4444,-5.88889,6.44444,0.986111,-2.1239,2,2.0,3.0,3.0,2.0,2.0,2.0
116,186.0,12.0,9.0,0.0,0.0,0.444444,0.272165,2.33333,1.96638,6.25926,3.88889,11.3333,3.55556,-7.11111,15.2222,-8.11111,11.3333,0.687302,-2.05798,6,6.0,5.0,1.0,6.0,5.0,6.0
117,122.0,129.0,9.0,0.0,0.0,2.27778,0.862963,19.8333,11.9445,51.0,46.8889,60.6667,45.4444,-12.3333,29.0,-16.6667,60.6667,0.248092,-1.99724,1,1.0,6.0,1.0,1.0,1.0,1.0
118,23.0,55.0,9.0,0.0,0.0,2.22222,3.67407,1.77778,0.785185,23.4444,21.6667,31.1111,17.5556,-5.33333,23.0,-17.6667,31.1111,0.43507,-1.77116,0,0.0,6.0,0.0,0.0,0.0,0.0
119,32.0,206.0,9.0,0.0,0.111111,2.83333,1.77326,5.61111,2.80806,57.6296,50.4444,72.1111,50.3333,-21.5556,43.4444,-21.8889,72.1111,0.30568,-2.08593,4,3.0,4.0,5.0,6.0,4.0,4.0
120,21.0,90.0,9.0,0.0,0.0,0.666668,0.0444441,0.777779,0.562963,113.481,105.889,128.556,106.0,-22.7778,45.2222,-22.4444,128.556,0.179697,-2.09781,5,1.0,6.0,5.0,0.0,5.0,5.0
121,120.0,136.0,9.0,0.0,0.0,0.611111,0.418519,1.0,0.444444,6.25926,7.77778,7.22222,3.77778,4.55556,2.88889,-7.44444,8.0,0.529541,-0.924607,0,6.0,3.0,4.0,4.0,4.0,0.0
122,57.0,93.0,9.0,0.0,0.0,0.388889,0.389682,0.222222,0.172132,17.9259,13.2222,27.1111,13.4444,-14.1111,27.5556,-13.4444,27.1111,0.511905,-2.11046,6,6.0,1.0,5.0,3.0,6.0,3.0
123,180.0,97.0,9.0,0.0,0.0,0.944443,0.329631,1.0,0.666667,134.37,126.556,145.444,131.111,-23.4444,33.2222,-9.77778,145.444,0.12985,-2.34623,5,5.0,5.0,2.0,5.0,5.0,5.0
124,202.0,182.0,9.0,0.0,0.0,2.55555,1.85792,3.0,2.0548,55.0741,49.5556,68.1111,47.5556,-16.5556,39.1111,-22.5556,68.1111,0.301601,-1.98922,4,6.0,5.0,5.0,4.0,4.0,4.0
125,201.0,161.0,9.0,0.0,0.0,2.55556,0.518519,11.5,96.6555,41.8148,35.7778,51.4444,38.2222,-18.1111,28.8889,-10.7778,51.4444,0.302983,-2.33897,4,1.0,4.0,5.0,4.0,4.0,1.0
126,76.0,19.0,9.0,0.0,0.0,0.944444,0.443052,0.888888,0.58373,114.259,101.0,132.333,109.444,-39.7778,54.2222,-14.4444,132.333,0.236733,-2.37598,5,6.0,1.0,3.0,6.0,5.0,3.0
127,134.0,187.0,9.0,0.0,0.0,1.88889,1.51535,2.11111,1.78471,59.3704,52.6667,74.1111,51.3333,-20.1111,44.2222,-24.1111,74.1111,0.307458,-2.03348,4,4.0,1.0,3.0,4.0,4.0,4.0
128,161.0,138.0,9.0,0.0,0.0,0.222222,0.172133,0.222222,0.272166,1.22222,0.444444,3.22222,0.0,-2.33333,6.0,-3.66667,3.22222,1.0,-1.94917,6,2.0,6.0,6.0,6.0,1.0,5.0
129,94.0,127.0,9.0,0.0,0.0,0.777778,0.501849,0.777778,0.688531,2.74074,0.555556,5.55556,2.11111,-6.55556,8.44444,-1.88889,5.55556,0.915344,-2.40894,2,2.0,3.0,2.0,1.0,1.0,2.0
130,163.0,68.0,9.0,0.0,0.0,1.83333,2.21111,1.55556,0.962963,56.7778,52.0,68.2222,50.1111,-14.3333,34.3333,-20.0,68.2222,0.265053,-1.98431,1,6.0,5.0,1.0,5.0,1.0,2.0
131,125.0,149.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,2.0,4.0,4.0,6.0,6.0
132,198.0,183.0,9.0,0.0,0.0,1.05555,1.18165,3.38889,1.59745,54.037,48.8889,66.5556,46.6667,-15.4444,37.5556,-22.1111,66.5556,0.298622,-1.97496,4,3.0,6.0,2.0,4.0,0.0,4.0
133,250.0,160.0,9.0,0.0,0.0,2.11111,1.18519,1.55556,2.74074,42.8148,36.4444,55.3333,36.6667,-19.1111,37.5556,-18.4444,55.3333,0.347142,-2.10232,4,4.0,5.0,4.0,4.0,4.0,4.0
134,75.0,107.0,9.0,0.111111,0.0,1.16667,0.344445,1.77778,1.54074,16.7037,18.7778,19.4444,11.8889,6.22222,8.22222,-14.4444,19.7778,0.399311,-1.13197,0,5.0,0.0,0.0,6.0,0.0,0.0
135,101.0,42.0,9.0,0.0,0.0,1.11111,0.607408,1.16667,0.744442,137.074,130.444,147.444,133.333,-19.8889,31.1111,-11.2222,147.444,0.115302,-2.26361,5,4.0,5.0,5.0,5.0,2.0,5.0
136,156.0,86.0,9.0,0.0,0.0,2.27778,0.389682,0.277778,0.250924,20.4444,15.8889,28.5556,16.8889,-13.6667,24.3333,-10.6667,28.5556,0.444698,-2.17828,6,3.0,5.0,6.0,0.0,6.0,6.0
137,225.0,181.0,9.0,0.0,0.0,1.16667,0.862812,1.83333,1.32916,55.3333,49.0,68.7778,48.2222,-19.0,40.3333,-21.3333,68.7778,0.300006,-2.05319,4,2.0,5.0,4.0,1.0,4.0,4.0
138,174.0,152.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6.0,1.0,2.0,6.0,6.0,6.0
139,212.0,152.0,9.0,0.0,0.0,5.0,7.64444,2.38889,3.26296,26.5556,20.3333,37.6667,21.6667,-18.6667,33.3333,-14.6667,37.6667,0.46343,-2.16573,1,1.0,1.0,1.0,1.0,5.0,1.0
140,130.0,32.0,9.0,0.0,0.0,1.11111,1.04704,0.833334,0.836659,59.4815,54.2222,70.8889,53.3333,-15.7778,34.2222,-18.4444,70.8889,0.249001,-2.04242,1,6.0,6.0,1.0,1.0,5.0,1.0
141,49.0,240.0,9.0,0.0,0.111111,3.05556,1.63865,2.05556,1.74377,20.4444,15.2222,18.7778,27.3333,-15.6667,-5.0,20.6667,27.3333,0.445808,2.42079,3,2.0,6.0,5.0,3.0,3.0,3.0
142,37.0,120.0,9.0,0.0,0.0,0.833333,0.344444,1.05556,0.462963,1.92593,0.222222,4.44444,1.11111,-5.11111,7.55556,-2.44444,4.44444,0.962963,-2.29808,2,3.0,6.0,3.0,2.0,2.0,2.0
143,222.0,62.0,9.0,0.0,0.0,0.277778,0.250924,0.666667,0.557773,6.40741,4.11111,11.4444,3.66667,-6.88889,15.1111,-8.22222,11.4444,0.680808,-2.03415,6,6.0,3.0,6.0,6.0,6.0,6.0
144,86.0,187.0,9.0,0.0,0.0,1.11111,0.720082,1.44444,0.750309,13.7407,11.6667,10.3333,19.2222,-6.22222,-10.2222,16.4444,19.2222,0.463329,1.94146,3,5.0,3.0,4.0,3.0,3.0,3.0
145,27.0,112.0,9.0,0.0,0.0,0.222222,0.344265,0.111111,0.272166,0.148148,0.0,0.444444,0.0,-0.444444,0.888889,-0.444444,0.444444,0.222222,-2.0944,2,6.0,6.0,2.0,3.0,2.0,2.0
146,68.0,122.0,9.0,0.0,0.0,2.77778,2.02941,1.55556,1.99629,20.1481,14.2222,31.1111,15.1111,-17.7778,32.8889,-15.1111,31.1111,0.54583,-2.06017,2,4.0,2.0,2.0,2.0,2.0,2.0
147,114.0,238.0,9.0,0.0,0.0,1.66667,1.13529,1.44444,1.06805,13.6296,11.1111,10.6667,19.1111,-7.55556,-8.88889,16.4444,19.1111,0.461459,2.04668,3,2.0,3.0,4.0,2.0,1.0,3.0
148,192.0,157.0,9.0,0.0,0.0,1.05556,0.507408,0.777778,0.162963,18.3333,13.8889,17.2222,23.8889,-13.3333,-3.33333,16.6667,23.8889,0.418184,2.43862,3,3.0,2.0,0.0,3.0,3.0,3.0
149,222.0,189.0,9.0,0.0,0.0,0.833333,1.00554,1.0,1.19257,17.2963,14.5556,14.1111,23.2222,-8.22222,-9.55556,17.7778,23.2222,0.41042,2.06044,3,3.0,0.0,3.0,2.0,3.0,3.0
150,173.0,90.0,9.0,0.0,0.0,0.666667,0.266666,0.833333,0.344444,23.5185,17.3333,34.4444,18.7778,-18.5556,32.7778,-14.2222,34.4444,0.496719,-2.18244,6,1.0,2.0,6.0,6.0,2.0,6.0
151,15.0,123.0,9.0,0.0,0.0,0.444444,0.118518,0.444444,0.118519,4.55556,6.0,5.33333,2.33333,4.33333,2.33333,-6.66667,6.0,0.61164,-0.853547,0,0.0,5.0,1.0,1.0,1.0,6.0
152,121.0,192.0,9.0,0.111111,0.0,3.38889,2.05931,5.94444,2.48924,60.8148,53.4444,76.4444,52.5556,-22.1111,46.8889,-24.7778,76.4444,0.31261,-2.05546,4,4.0,4.0,4.0,2.0,6.0,2.0
153,14.0,95.0,9.0,0.0,0.0,1.33333,0.699206,1.11111,0.620633,2.25926,0.666667,3.88889,2.22222,-4.77778,4.88889,-0.111111,3.88889,0.874074,-2.55272,2,4.0,4.0,2.0,2.0,2.0,2.0
154,208.0,90.0,9.0,0.0,0.0,2.88889,2.56297,0.722222,0.062963,5.14815,2.77778,10.0,2.66667,-7.11111,14.5556,-7.44444,10.0,0.797212,-2.07343,6,3.0,6.0,3.0,6.0,6.0,6.0
155,190.0,105.0,9.0,0.0,0.0,1.88889,2.2963,2.16667,1.67778,45.7407,41.2222,56.3333,39.6667,-13.5556,31.7778,-18.2222,56.3333,0.295992,-1.99608,1,6.0,1.0,1.0,1.0,1.0,1.0
156,35.0,135.0,9.0,0.0,0.0,0.222222,0.118519,0.222222,0.118519,0.222222,0.0,0.666667,0.0,-0.666667,1.33333,-0.666667,0.666667,0.333333,-2.0944,2,3.0,5.0,2.0,0.0,2.0,2.0
157,166.0,180.0,9.0,0.0,0.0,1.44444,1.58519,7.33333,45.9556,31.4444,28.6667,37.7778,27.8889,-8.33333,19.0,-10.6667,37.7778,0.252953,-2.02103,4,6.0,5.0,4.0,1.0,4.0,5.0
158,97.0,123.0,9.0,0.0,0.0,1.55556,1.09629,13.2222,108.741,52.8148,48.0,64.1111,46.3333,-14.4444,33.8889,-19.4444,64.1111,0.280593,-1.99411,1,1.0,1.0,2.0,1.0,2.0,1.0
159,22.0,200.0,9.0,0.0,0.0,2.88889,2.40986,4.83333,2.62255,54.7037,47.8889,69.0,47.2222,-20.4444,42.8889,-22.4444,69.0,0.317362,-2.06566,4,4.0,5.0,4.0,0.0,4.0,4.0
160,1.0,81.0,9.0,0.0,0.0,12.1667,267.456,9.22222,205.363,21.3333,14.0,30.5556,19.4444,-22.0,27.6667,-5.66667,30.5556,0.595282,-2.43841,2,6.0,4.0,5.0,6.0,2.0,2.0
161,118.0,125.0,9.0,0.0,0.0,0.333333,0.298142,0.888889,0.344265,1.14815,0.0,3.11111,0.333333,-3.44444,5.88889,-2.44444,3.11111,1.0,-2.17565,2,3.0,3.0,3.0,2.0,2.0,2.0
162,142.0,119.0,9.0,0.0,0.0,5.27778,0.854184,1.05556,0.611616,45.6296,40.6667,56.0,40.2222,-14.8889,31.1111,-16.2222,56.0,0.28077,-2.06404,1,3.0,4.0,3.0,1.0,1.0,1.0
163,86.0,197.0,9.0,0.111111,0.111111,1.61111,1.45169,1.27778,1.10386,63.2222,56.2222,77.7778,55.6667,-21.0,43.6667,-22.6667,77.7778,0.285333,-2.06802,4,6.0,4.0,3.0,4.0,4.0,3.0
164,94.0,136.0,9.0,0.0,0.0,0.222222,0.0296296,0.222222,0.0296296,2.55556,1.0,5.77778,0.888889,-4.66667,9.66667,-5.0,5.77778,0.84709,-2.07124,6,4.0,5.0,3.0,5.0,6.0,6.0
165,140.0,34.0,9.0,0.0,0.0,0.499999,0.122222,0.888887,0.207408,105.481,91.2222,127.333,97.8889,-42.7778,65.5556,-22.7778,127.333,0.283524,-2.28664,5,5.0,1.0,1.0,6.0,5.0,5.0
166,39.0,138.0,9.0,0.0,0.0,1.11111,0.501848,2.38889,1.63865,54.6296,49.1111,66.7778,48.0,-16.5556,36.4444,-19.8889,66.7778,0.280911,-2.02966,1,1.0,6.0,1.0,1.0,1.0,1.0
167,61.0,104.0,9.0,0.222222,0.0,1.38889,0.729627,1.44444,0.740741,57.3333,52.7778,68.2222,51.0,-13.6667,32.6667,-19.0,68.2222,0.252203,-1.98522,1,6.0,5.0,1.0,1.0,1.0,1.0
168,66.0,160.0,9.0,0.0,0.0,3.0,4.04445,2.77778,0.429629,22.8519,18.2222,31.5556,18.7778,-13.8889,26.1111,-12.2222,31.5556,0.426014,-2.13873,1,1.0,1.0,1.0,1.0,1.0,6.0
169,67.0,32.0,9.0,0.0,0.0,0.944444,1.06284,1.77778,1.31092,126.222,115.111,142.222,121.333,-33.3333,48.0,-14.6667,142.222,0.190625,-2.33375,5,0.0,0.0,5.0,5.0,5.0,5.0
170,42.0,203.0,9.0,0.0,0.0,0.944445,0.64693,6.05556,2.46231,54.5185,48.6667,67.1111,47.7778,-17.5556,37.7778,-20.2222,67.1111,0.289793,-2.04654,4,3.0,2.0,4.0,0.0,4.0,4.0
171,217.0,77.0,9.0,0.0,0.0,1.55556,2.74074,1.66667,0.533333,40.2222,37.2222,48.2222,35.2222,-9.0,24.0,-15.0,48.2222,0.269192,-1.93207,1,2.0,1.0,1.0,1.0,1.0,1.0
172,34.0,242.0,9.0,0.0,0.0,1.61111,1.63865,2.44444,1.10889,14.8148,11.3333,15.6667,17.4444,-10.4444,2.55556,7.88889,17.4444,0.353161,2.83561,3,4.0,0.0,3.0,3.0,5.0,0.0
173,160.0,110.0,9.0,0.0,0.0,0.833333,0.691214,0.444444,0.272165,31.6296,27.2222,39.3333,28.3333,-13.2222,23.1111,-9.88889,39.3333,0.307444,-2.18724,6,2.0,0.0,6.0,5.0,6.0,2.0
174,147.0,92.0,9.0,0.0,0.0,1.11111,0.429631,1.38889,2.24074,23.4444,22.7778,30.0,17.5556,-2.0,19.6667,-17.6667,30.0,0.414356,-1.65393,0,0.0,0.0,0.0,1.0,0.0,0.0
175,10.0,172.0,9.0,0.0,0.0,4.27778,4.38896,6.66667,7.36055,44.7778,40.3333,54.6667,39.3333,-13.3333,29.6667,-16.3333,54.6667,0.278044,-2.05245,4,4.0,4.0,0.0,4.0,4.0,4.0
176,238.0,55.0,9.0,0.0,0.0,0.722224,0.490652,1.0,0.557774,113.667,101.0,132.222,107.778,-38.0,55.6667,-17.6667,132.222,0.235894,-2.3197,5,6.0,2.0,5.0,5.0,5.0,5.0
177,176.0,233.0,9.0,0.111111,0.0,1.44444,1.14827,2.61111,1.90224,12.4815,10.3333,8.33333,18.7778,-6.44444,-12.4444,18.8889,18.7778,0.554881,1.90369,3,3.0,2.0,3.0,3.0,6.0,3.0
178,230.0,113.0,9.0,0.0,0.0,1.11111,0.501849,0.555556,0.544331,21.5926,18.1111,27.8889,18.7778,-10.4444,18.8889,-8.44444,27.8889,0.350082,-2.16363,6,6.0,5.0,6.0,6.0,6.0,6.0
179,245.0,23.0,9.0,0.0,0.0,0.666667,0.365148,1.16667,1.22474,123.0,111.0,139.778,118.222,-36.0,50.3333,-14.3333,139.778,0.205901,-2.35626,5,4.0,4.0,3.0,3.0,5.0,5.0
180,120.0,124.0,9.0,0.0,0.0,9.0,112.578,11.1667,184.522,53.7778,49.0,64.4444,47.8889,-14.3333,32.0,-17.6667,64.4444,0.261246,-2.01738,1,0.0,6.0,1.0,1.0,1.0,1.0
181,229.0,195.0,9.0,0.0,0.0,4.16667,2.27792,4.11111,2.24763,47.7037,42.4444,58.8889,41.7778,-15.7778,33.5556,-17.7778,58.8889,0.290278,-2.0527,4,2.0,4.0,2.0,4.0,4.0,4.0
182,9.0,80.0,9.0,0.0,0.0,2.94444,13.7519,16.6667,71.5111,23.6296,17.3333,31.6667,21.8889,-18.8889,24.1111,-5.22222,31.6667,0.514254,-2.43151,2,2.0,4.0,2.0,2.0,2.0,2.0
183,152.0,155.0,9.0,0.0,0.0,0.5,0.611111,10.7778,131.807,7.2963,5.33333,11.0,5.55556,-5.88889,11.1111,-5.22222,11.0,0.5,-2.11557,6,2.0,2.0,2.0,6.0,4.0,6.0
184,215.0,182.0,9.0,0.0,0.0,2.55556,1.4707,2.72222,1.98233,54.1852,48.5556,67.2222,46.7778,-16.8889,39.1111,-22.2222,67.2222,0.30405,-2.00408,4,4.0,4.0,4.0,1.0,4.0,4.0
185,217.0,122.0,9.0,0.0,0.0,0.333333,0.133333,0.5,0.3,6.0,7.22222,7.33333,3.44444,3.66667,4.0,-7.66667,7.66667,0.551808,-1.05144,0,5.0,4.0,5.0,6.0,0.0,0.0
186,237.0,191.0,9.0,0.0,0.0,1.0,0.311111,1.5,1.01111,7.33333,5.33333,5.44444,11.2222,-6.0,-5.66667,11.6667,11.2222,0.53582,2.12242,3,4.0,5.0,2.0,1.0,3.0,3.0
187,178.0,122.0,9.0,0.0,0.0,0.555555,0.118518,0.777778,0.118519,5.85185,7.33333,6.88889,3.33333,4.44444,3.11111,-7.55556,7.44444,0.549603,-0.942559,0,5.0,0.0,0.0,0.0,0.0,0.0
188,16.0,117.0,9.0,0.0,0.0,0.277778,0.151852,0.5,0.211111,5.88889,6.88889,7.44444,3.33333,3.0,4.66667,-7.66667,7.44444,0.553571,-1.17969,0,6.0,3.0,0.0,5.0,0.0,0.0
189,9.0,80.0,9.0,0.0,0.0,2.94444,13.7519,16.6667,71.5111,23.6296,17.3333,31.6667,21.8889,-18.8889,24.1111,-5.22222,31.6667,0.514254,-2.43151,2,0.0,2.0,2.0,0.0,5.0,2.0
190,188.0,73.0,9.0,0.0,0.0,1.05556,0.928958,2.27778,1.99351,40.1852,35.6667,49.7778,35.1111,-13.5556,28.7778,-15.2222,49.7778,0.297096,-2.05496,1,1.0,4.0,2.0,1.0,3.0,1.0
191,105.0,189.0,9.0,0.0,0.0,2.05556,1.51168,4.44444,3.45554,61.4074,55.0,75.4444,53.7778,-19.2222,42.1111,-22.8889,75.4444,0.285515,-2.03589,4,5.0,6.0,4.0,5.0,4.0,4.0
192,142.0,100.0,9.0,0.0,0.0,0.666667,0.266666,1.38889,0.907407,22.2222,21.7778,28.4444,16.4444,-1.33333,18.6667,-17.3333,28.4444,0.421994,-1.6233,0,0.0,6.0,0.0,0.0,0.0,0.0
193,188.0,88.0,9.0,0.0,0.0,0.666667,0.471405,0.333333,0.298142,7.33333,5.11111,12.2222,4.66667,-6.66667,14.6667,-8.0,12.2222,0.61791,-2.03577,6,6.0,4.0,6.0,0.0,6.0,6.0
194,162.0,237.0,9.0,0.111111,0.0,2.27778,1.14342,2.66667,2.56472,13.2222,10.8889,10.0,18.7778,-7.0,-9.66667,16.6667,18.7778,0.472826,1.99038,3,3.0,2.0,1.0,3.0,3.0,3.0
195,230.0,12.0,9.0,0.0,0.0,0.888888,0.272164,1.61111,0.975626,119.037,107.222,135.333,114.556,-35.4444,48.8889,-13.4444,135.333,0.207675,-2.36887,5,1.0,2.0,5.0,1.0,5.0,2.0
196,112.0,102.0,9.0,0.0,0.0,0.555555,0.207407,1.55556,0.474074,3.37037,0.555556,7.66667,1.88889,-8.44444,12.8889,-4.44444,7.66667,0.940741,-2.27516,2,6.0,2.0,2.0,2.0,2.0,2.0
197,98.0,107.0,9.0,0.0,0.0,4.66667,3.73333,3.94444,17.1296,8.7037,4.88889,14.5556,6.66667,-11.4444,17.5556,-6.11111,14.5556,0.697226,-2.28015,2,2.0,2.0,3.0,1.0,2.0,2.0
198,124.0,191.0,9.0,0.0,0.0,3.5,2.73861,3.27778,2.80013,59.7407,52.8889,74.7778,51.5556,-20.5556,45.1111,-24.5556,74.7778,0.313611,-2.03548,4,1.0,0.0,4.0,4.0,4.0,2.0
199,113.0,34.0,9.0,0.0,0.0,2.0,1.13529,0.833331,0.836659,72.8889,65.0,89.1111,64.5556,-23.6667,48.6667,-25.0,89.1111,0.279176,-2.07815,1,1.0,5.0,4.0,3.0,0.0,1.0
200,48.0,202.0,9.0,0.0,0.111111,3.38889,1.62504,4.83333,4.092,58.0,52.0,71.0,51.0,-18.0,39.0,-21.0,71.0,0.284515,-2.04594,4,4.0,1.0,4.0,5.0,3.0,4.0
201,137.0,182.0,9.0,0.0,0.0,1.83333,3.85556,3.61111,9.21852,34.9259,31.4444,42.8889,30.4444,-10.4444,23.8889,-13.4444,42.8889,0.285756,-2.00112,4,5.0,4.0,2.0,4.0,1.0,4.0
202,197.0,236.0,9.0,0.0,0.0,2.44444,6.82963,3.33333,7.6,16.0741,13.1111,16.6667,18.4444,-8.88889,1.77778,7.11111,18.5556,0.292729,2.7898,3,5.0,3.0,3.0,5.0,2.0,3.0
203,59.0,87.0,9.0,0.0,0.111111,11.1667,84.8778,13.2222,70.0296,17.1111,12.2222,23.4444,15.6667,-14.6667,19.0,-4.33333,23.4444,0.652043,-2.41807,2,6.0,6.0,0.0,1.0,2.0,2.0
204,180.0,186.0,9.0,0.111111,0.0,1.5,1.79815,1.94444,1.78159,49.6296,45.0,61.3333,42.5556,-13.8889,35.1111,-21.2222,61.3333,0.306161,-1.95809,4,0.0,5.0,4.0,4.0,4.0,3.0
205,34.0,83.0,9.0,0.0,0.0,1.44444,0.340741,2.44444,0.429631,19.4444,19.5556,24.4444,14.3333,0.333333,15.0,-15.3333,24.4444,0.410073,-1.50701,0,1.0,0.0,0.0,3.0,5.0,0.0
206,95.0,57.0,9.0,0.0,0.0,1.83333,3.41111,2.11111,1.71852,26.2963,24.6667,34.4444,19.7778,-4.88889,24.4444,-19.5556,34.4444,0.425691,-1.73902,0,5.0,2.0,0.0,0.0,0.0,0.0
207,86.0,197.0,9.0,0.111111,0.111111,1.61111,1.45169,1.27778,1.10386,63.2222,56.2222,77.7778,55.6667,-21.0,43.6667,-22.6667,77.7778,0.285333,-2.06802,4,6.0,1.0,2.0,6.0,4.0,4.0
208,12.0,154.0,9.0,0.0,0.0,3.22222,3.05185,2.33333,3.2,19.7037,14.8889,28.5556,15.6667,-14.4444,26.5556,-12.1111,28.5556,0.479715,-2.14253,1,5.0,5.0,1.0,1.0,1.0,1.0
209,16.0,51.0,9.0,0.0,0.0,0.722223,0.443054,0.833335,0.722649,122.963,110.667,140.778,117.444,-36.8889,53.4444,-16.5556,140.778,0.213813,-2.33046,5,0.0,5.0,3.0,5.0,1.0,5.0
210,63.0,203.0,9.0,0.0,0.0,4.27778,3.79131,3.44444,4.03687,58.4815,52.4444,71.6667,51.3333,-18.1111,39.5556,-21.4444,71.6667,0.287107,-2.03464,4,1.0,4.0,4.0,4.0,3.0,4.0
211,123.0,143.0,9.0,0.0,0.0,0.277778,0.389682,0.277778,0.136083,0.407407,0.0,1.22222,0.0,-1.22222,2.44444,-1.22222,1.22222,0.777778,-2.0944,2,2.0,5.0,4.0,5.0,2.0,2.0
212,17.0,98.0,9.0,0.111111,0.0,0.722222,0.712325,0.666667,0.730297,1.51852,0.333333,2.88889,1.33333,-3.55556,4.11111,-0.555556,2.88889,0.916667,-2.4238,2,2.0,2.0,2.0,2.0,2.0,2.0
213,76.0,134.0,9.0,0.111111,0.0,2.55555,1.44016,1.44444,0.544332,48.9259,41.8889,63.1111,41.7778,-21.1111,42.5556,-21.4444,63.1111,0.341111,-2.08691,1,3.0,2.0,1.0,1.0,5.0,0.0
214,113.0,114.0,9.0,0.0,0.0,0.944445,0.507408,0.333334,0.0888892,25.8148,21.0,34.6667,21.7778,-14.4444,26.5556,-12.1111,34.6667,0.393927,-2.15274,6,5.0,6.0,3.0,6.0,6.0,6.0
215,226.0,110.0,9.0,0.0,0.0,0.333333,0.0888889,0.5,0.211111,1.66667,0.111111,4.44444,0.444444,-4.66667,8.33333,-3.66667,4.44444,0.977778,-2.15598,2,6.0,2.0,2.0,2.0,0.0,2.0
216,58.0,58.0,9.0,0.0,0.0,0.555556,0.403686,0.888891,0.860663,123.0,112.556,137.444,119.0,-31.3333,43.3333,-12.0,137.444,0.180972,-2.36538,5,4.0,0.0,5.0,5.0,5.0,5.0
217,17.0,204.0,9.0,0.0,0.0,2.0,1.28236,2.16667,0.752773,57.2593,50.8889,71.2222,49.6667,-19.1111,41.8889,-22.7778,71.2222,0.302671,-2.03737,4,5.0,2.0,4.0,1.0,4.0,4.0
218,21.0,123.0,9.0,0.0,0.0,0.888888,0.385186,1.0,0.355555,19.2963,15.6667,26.3333,15.8889,-10.8889,21.1111,-10.2222,26.3333,0.408913,-2.11573,1,6.0,1.0,1.0,1.0,1.0,1.0
219,58.0,124.0,9.0,0.111111,0.0,1.11111,1.14074,0.555556,0.474074,1.14815,0.111111,2.77778,0.555556,-3.11111,4.88889,-1.77778,2.77778,0.984127,-2.18129,2,4.0,6.0,2.0,4.0,2.0,2.0
220,102.0,73.0,9.0,0.0,0.0,0.388889,0.0629643,1.61111,1.21852,125.519,115.444,140.556,120.556,-30.2222,45.1111,-14.8889,140.556,0.178636,-2.3074,5,5.0,5.0,5.0,4.0,1.0,5.0
221,99.0,184.0,9.0,0.0,0.0,1.83333,3.27778,7.94444,63.3518,31.5185,27.7778,38.7778,28.0,-11.2222,21.7778,-10.5556,38.7778,0.28045,-2.18312,4,4.0,4.0,3.0,4.0,4.0,5.0
222,142.0,33.0,9.0,0.0,0.0,0.499999,0.623609,0.500001,0.349603,110.593,96.7778,128.667,106.333,-41.4444,54.2222,-12.7778,128.667,0.247776,-2.40802,5,3.0,1.0,5.0,5.0,1.0,5.0
223,134.0,54.0,9.0,0.0,0.0,0.611112,0.646931,1.22222,1.0037,124.37,112.667,141.333,119.111,-35.1111,50.8889,-15.7778,141.333,0.202708,-2.32866,5,5.0,0.0,6.0,2.0,1.0,5.0
224,84.0,200.0,9.0,0.0,0.0,4.72222,2.70322,2.5,1.53116,56.6667,50.6667,70.2222,49.1111,-18.0,40.6667,-22.6667,70.2222,0.300817,-2.01537,4,1.0,4.0,4.0,4.0,4.0,4.0
225,178.0,183.0,9.0,0.111111,0.0,2.72222,2.3983,4.66667,3.69985,55.7407,49.6667,69.6667,47.8889,-18.2222,41.7778,-23.5556,69.6667,0.312366,-2.0052,4,3.0,5.0,0.0,4.0,4.0,4.0
226,196.0,93.0,9.0,0.0,0.0,1.77778,2.56296,1.5,0.922222,5.0,2.0,9.33333,3.66667,-9.0,13.0,-4.0,9.33333,0.80862,-2.32942,2,2.0,2.0,0.0,3.0,2.0,2.0
227,76.0,81.0,9.0,0.111111,0.0,1.88889,1.67407,1.33333,2.4,22.7037,22.3333,28.7778,17.0,-1.11111,18.2222,-17.1111,28.7778,0.409201,-1.60679,0,0.0,0.0,6.0,5.0,0.0,0.0
228,120.0,89.0,9.0,0.111111,0.0,4.0,9.55555,5.83333,11.8555,10.4815,5.77778,17.1111,8.55556,-14.1111,19.8889,-5.77778,17.1111,0.686685,-2.35679,2,5.0,5.0,2.0,2.0,2.0,5.0
229,6.0,81.0,9.0,0.0,0.111111,4.11111,8.74075,5.72222,28.5074,12.4815,7.66667,18.8889,10.8889,-14.4444,19.2222,-4.77778,18.8889,0.628156,-2.38856,2,6.0,3.0,2.0,2.0,5.0,2.0
230,217.0,145.0,9.0,0.0,0.0,0.555556,0.162963,0.722222,0.062963,5.2963,6.33333,6.55556,3.0,3.11111,3.77778,-6.88889,7.0,0.564153,-1.06897,0,6.0,3.0,3.0,0.0,0.0,0.0
